Name,Category,Attribute,OEC value,EU value,NASA value,source
Kepler-21 b,planet,Mass [Mjup] upperlimit,0.0327,,0.00541,Kepler-21.xml
Kepler-21 b,planet,Radius [Rjup],0.1456,,0.146,Kepler-21.xml
Kepler-21 b,planet,Radius [Rjup] errorminus,0.0038,,0.001,Kepler-21.xml
Kepler-21 b,planet,Radius [Rjup] errorplus,0.0034,,0.002,Kepler-21.xml
Kepler-21 b,planet,Orbital period [days],2.785755,,2.78578000,Kepler-21.xml
Kepler-21 b,planet,Orbital period [days] errorminus,0.000034,,0.00003000,Kepler-21.xml
Kepler-21 b,planet,Orbital period [days] errorplus,0.000031,,0.00003000,Kepler-21.xml
Kepler-21 b,planet,Discovery year,2011,,2012,Kepler-21.xml
Kepler-22 b,planet,Radius [Rjup],0.21689,,0.212,Kepler-22.xml
Kepler-22 b,planet,Orbital period [days],290,,289.86230000,Kepler-22.xml
Kepler-22 b,planet,Equilibrium temperature [K],249.6,,262,Kepler-22.xml
Kepler-22 b,planet,Discovery year,2011,,2012,Kepler-22.xml
Kepler-23 b,planet,Radius [Rjup],0.15401,,0.170,Kepler-23.xml
Kepler-23 b,planet,Orbital period [days],7.107163,,7.10730000,Kepler-23.xml
Kepler-23 b,planet,Discovery year,2014,,2012,Kepler-23.xml
Kepler-23 d,planet,Radius [Rjup],0.20049,,0.196,Kepler-23.xml
Kepler-23 d,planet,Radius [Rjup] errorminus,0.00820,,0.008,Kepler-23.xml
Kepler-23 d,planet,Radius [Rjup] errorplus,0.00820,,0.008,Kepler-23.xml
Kepler-24 b,planet,Radius [Rjup],0.31258,,0.214,Kepler-24.xml
Kepler-24 b,planet,Orbital period [days],8.145207,,8.14530000,Kepler-24.xml
Kepler-24 b,planet,Discovery year,2014,,2012,Kepler-24.xml
Kepler-24 c,planet,Radius [Rjup],0.36179,,0.250,Kepler-24.xml
Kepler-24 c,planet,Orbital period [days],12.333360,,12.33350000,Kepler-24.xml
Kepler-24 c,planet,Discovery year,2014,,2012,Kepler-24.xml
Kepler-24 e,planet,Radius [Rjup],0.25334,,0.248,Kepler-24.xml
Kepler-24 e,planet,Radius [Rjup] errorminus,0.05832,,0.057,Kepler-24.xml
Kepler-24 e,planet,Radius [Rjup] errorplus,0.05832,,0.057,Kepler-24.xml
Kepler-25 b,planet,Radius [Rjup],0.2411,,0.242,Kepler-25.xml
Kepler-25 b,planet,Radius [Rjup] errorminus,0.0033,,0.004,Kepler-25.xml
Kepler-25 b,planet,Radius [Rjup] errorplus,0.0033,,0.004,Kepler-25.xml
Kepler-25 b,planet,Orbital period [days],6.2385369,,6.23850000,Kepler-25.xml
Kepler-25 c,planet,Radius [Rjup],0.4598,,0.464,Kepler-25.xml
Kepler-25 c,planet,Radius [Rjup] errorminus,0.0054,,0.008,Kepler-25.xml
Kepler-25 c,planet,Radius [Rjup] errorplus,0.0054,,0.008,Kepler-25.xml
Kepler-25 c,planet,Orbital period [days],12.7203678,,12.72040000,Kepler-25.xml
Kepler-26 b,planet,Mass [Mjup],0.016097,,0.01611,Kepler-26.xml
Kepler-26 b,planet,Mass [Mjup] errorminus,0.001916,,0.00192,Kepler-26.xml
Kepler-26 b,planet,Mass [Mjup] errorplus,0.002054,,0.00205,Kepler-26.xml
Kepler-26 b,planet,Radius [Rjup],0.26792,,0.248,Kepler-26.xml
Kepler-26 b,planet,Radius [Rjup] errorminus,0.01276,,0.010,Kepler-26.xml
Kepler-26 b,planet,Radius [Rjup] errorplus,0.01276,,0.010,Kepler-26.xml
Kepler-26 b,planet,Orbital period [days],12.282972,,12.28000000,Kepler-26.xml
Kepler-26 b,planet,Orbital period [days] errorminus,.000013,,0.00030000,Kepler-26.xml
Kepler-26 b,planet,Orbital period [days] errorplus,0.000013,,0.00030000,Kepler-26.xml
Kepler-26 b,planet,Discovery year,2014,,2012,Kepler-26.xml
Kepler-26 e,planet,Radius [Rjup],0.21962,,0.215,Kepler-26.xml
Kepler-26 e,planet,Radius [Rjup] errorminus,0.01367,,0.013,Kepler-26.xml
Kepler-26 e,planet,Radius [Rjup] errorplus,0.01367,,0.013,Kepler-26.xml
Kepler-27 b,planet,Radius [Rjup],0.364521,,0.357,Kepler-27.xml
Kepler-27 b,planet,Orbital period [days],15.33,,15.33480000,Kepler-27.xml
Kepler-27 c,planet,Radius [Rjup],0.44653,,0.437,Kepler-27.xml
Kepler-27 c,planet,Orbital period [days],31.33,,31.33090000,Kepler-27.xml
Kepler-28 c,planet,Radius [Rjup],0.30984,,0.303,Kepler-28.xml
Kepler-28 c,planet,Orbital period [days],8.98,,8.98580000,Kepler-28.xml
Kepler-29 b,planet,Mass [Mjup],0.014184,,0.01419,Kepler-29.xml
Kepler-29 b,planet,Mass [Mjup] errorminus,0.004619,,0.00463,Kepler-29.xml
Kepler-29 b,planet,Mass [Mjup] errorplus,0.004436,,0.00444,Kepler-29.xml
Kepler-29 b,planet,Radius [Rjup],0.328069,,0.299,Kepler-29.xml
Kepler-29 b,planet,Orbital period [days],10.33,,10.33840000,Kepler-29.xml
Kepler-29 c,planet,Mass [Mjup],0.012579,,0.01259,Kepler-29.xml
Kepler-29 c,planet,Mass [Mjup] errorminus,0.004065,,0.00406,Kepler-29.xml
Kepler-29 c,planet,Mass [Mjup] errorplus,0.003883,,0.00387,Kepler-29.xml
Kepler-29 c,planet,Radius [Rjup],0.26427,,0.280,Kepler-29.xml
Kepler-29 c,planet,Orbital period [days],13.2907,,13.28840000,Kepler-29.xml
KOI-806.02,planet,Mass [Mjup],2.013248,,2.01000,KOI-806.xml
KOI-806.02,planet,Mass [Mjup] errorminus,0.157285,,0.16000,KOI-806.xml
KOI-806.02,planet,Mass [Mjup] errorplus,0.157285,,0.16000,KOI-806.xml
KOI-806.02,planet,Radius [Rjup],1.120903,,1.097,KOI-806.xml
KOI-806.02,planet,Radius [Rjup] errorminus,0.036452,,0.036,KOI-806.xml
KOI-806.02,planet,Radius [Rjup] errorplus,0.036452,,0.036,KOI-806.xml
KOI-806.02,planet,Orbital period [days],60.3251,,60.32310500,KOI-806.xml
KOI-806.02,planet,Orbital period [days] errorminus,0.0008,,0.00024400,KOI-806.xml
KOI-806.02,planet,Orbital period [days] errorplus,0.0008,,0.00024400,KOI-806.xml
KOI-806.01,planet,Mass [Mjup],0.072666,,0.07300,KOI-806.xml
KOI-806.01,planet,Mass [Mjup] errorminus,0.008493,,0.00800,KOI-806.xml
KOI-806.01,planet,Mass [Mjup] errorplus,0.008493,,0.00800,KOI-806.xml
KOI-806.01,planet,Radius [Rjup],0.801947,,0.785,KOI-806.xml
KOI-806.01,planet,Radius [Rjup] errorminus,0.045565,,0.045,KOI-806.xml
KOI-806.01,planet,Radius [Rjup] errorplus,0.045565,,0.045,KOI-806.xml
KOI-806.01,planet,Orbital period [days],143.213,,143.34394000,KOI-806.xml
KOI-806.01,planet,Orbital period [days] errorminus,0.013,,0.00858000,KOI-806.xml
KOI-806.01,planet,Orbital period [days] errorplus,0.013,,0.00858000,KOI-806.xml
Kepler-31 b,planet,Radius [Rjup],0.57868,,0.491,Kepler-31.xml
Kepler-31 b,planet,Radius [Rjup] errorminus,0.04465,,0.098,Kepler-31.xml
Kepler-31 b,planet,Radius [Rjup] errorplus,0.13578,,0.098,Kepler-31.xml
Kepler-31 b,planet,Orbital period [days],20.860674,,20.86130000,Kepler-31.xml
Kepler-31 b,planet,Orbital period [days] errorminus,.000048,,0.00020000,Kepler-31.xml
Kepler-31 b,planet,Orbital period [days] errorplus,0.000048,,0.00020000,Kepler-31.xml
Kepler-31 b,planet,Discovery year,2014,,2012,Kepler-31.xml
Kepler-31 c,planet,Radius [Rjup],0.51489,,0.473,Kepler-31.xml
Kepler-31 c,planet,Radius [Rjup] errorminus,0.02916,,0.098,Kepler-31.xml
Kepler-31 c,planet,Radius [Rjup] errorplus,0.12029,,0.098,Kepler-31.xml
Kepler-31 c,planet,Orbital period [days],42.632728,,42.63180000,Kepler-31.xml
Kepler-31 c,planet,Orbital period [days] errorminus,.000162,,0.00050000,Kepler-31.xml
Kepler-31 c,planet,Orbital period [days] errorplus,0.000162,,0.00050000,Kepler-31.xml
Kepler-31 c,planet,Discovery year,2014,,2012,Kepler-31.xml
Kepler-32 b,planet,Radius [Rjup],0.19137,,0.196,Kepler-32.xml
Kepler-32 b,planet,Radius [Rjup] errorminus,0.00820,,0.018,Kepler-32.xml
Kepler-32 b,planet,Radius [Rjup] errorplus,0.00820,,0.018,Kepler-32.xml
Kepler-32 b,planet,Orbital period [days],5.901263,,5.90124000,Kepler-32.xml
Kepler-32 b,planet,Orbital period [days] errorminus,.000012,,0.00010000,Kepler-32.xml
Kepler-32 b,planet,Orbital period [days] errorplus,0.000012,,0.00010000,Kepler-32.xml
Kepler-32 d,planet,Radius [Rjup],0.21780,,0.241,Kepler-32.xml
Kepler-32 d,planet,Radius [Rjup] errorminus,0.01002,,0.018,Kepler-32.xml
Kepler-32 d,planet,Radius [Rjup] errorplus,0.01002,,0.018,Kepler-32.xml
Kepler-32 d,planet,Orbital period [days],22.780815,,22.78020000,Kepler-32.xml
Kepler-32 d,planet,Orbital period [days] errorminus,.000073,,0.00050000,Kepler-32.xml
Kepler-32 d,planet,Orbital period [days] errorplus,0.000073,,0.00050000,Kepler-32.xml
Kepler-32 f,planet,Radius [Rjup],0.07290,,0.073,Kepler-32.xml
Kepler-32 f,planet,Radius [Rjup] errorminus,0.00547,,0.006,Kepler-32.xml
Kepler-32 f,planet,Radius [Rjup] errorplus,0.00547,,0.006,Kepler-32.xml
Kepler-32 f,planet,Orbital period [days],0.742950,,0.74296000,Kepler-32.xml
Kepler-32 f,planet,Orbital period [days] errorminus,.000004,,0.00007000,Kepler-32.xml
Kepler-32 f,planet,Orbital period [days] errorplus,0.000004,,0.00007000,Kepler-32.xml
Kepler-32 c,planet,Radius [Rjup],0.20231,,0.178,Kepler-32.xml
Kepler-32 c,planet,Radius [Rjup] errorminus,0.02461,,0.018,Kepler-32.xml
Kepler-32 c,planet,Radius [Rjup] errorplus,0.02461,,0.018,Kepler-32.xml
Kepler-32 c,planet,Orbital period [days],8.752212,,8.75220000,Kepler-32.xml
Kepler-32 c,planet,Orbital period [days] errorminus,.000028,,0.00030000,Kepler-32.xml
Kepler-32 c,planet,Orbital period [days] errorplus,0.000028,,0.00030000,Kepler-32.xml
Kepler-33 b,planet,Radius [Rjup],0.158566,,0.155,Kepler-33.xml
Kepler-33 c,planet,Radius [Rjup],0.2916,,0.285,Kepler-33.xml
HIP 91258 b,planet,Discovery year,2013,,2014,HIP 91258.xml
HIP 97233 b,planet,Discovery year,2014,,2015,HIP 97233.xml
HIP 116454 b,planet,Mass [Mjup],0.037182,,0.03700,HIP 116454.xml
HIP 116454 b,planet,Mass [Mjup] errorminus,0.004184,,0.00400,HIP 116454.xml
HIP 116454 b,planet,Mass [Mjup] errorplus,0.004184,,0.00400,HIP 116454.xml
HIP 116454 b,planet,Radius [Rjup],0.230560,,0.226,HIP 116454.xml
HIP 116454 b,planet,Radius [Rjup] errorminus,0.016403,,0.016,HIP 116454.xml
HIP 116454 b,planet,Radius [Rjup] errorplus,0.016403,,0.016,HIP 116454.xml
HIP 116454 b,planet,Discovery year,2014,,2015,HIP 116454.xml
HR 810 b,planet,Mass [Mjup],2.26,,2.13000,HR 810.xml
HR 810 b,planet,Orbital period [days],320.1,,312.00000000,HR 810.xml
HR 810 b,planet,Eccentricity,0.161,,0.150000,HR 810.xml
HR 810 b,planet,Discovery year,1999,,2000,HR 810.xml
HR 8799 b,planet,Mass [Mjup],5,,7.00000,HR 8799.xml
HR 8799 b,planet,Radius [Rjup],0.7,,1.200,HR 8799.xml
HR 8799 b,planet,Orbital period [days],166510,,170000.00000000,HR 8799.xml
HR 8799 c,planet,Mass [Mjup],7,,10.00000,HR 8799.xml
HR 8799 c,planet,Radius [Rjup],1.0,,1.200,HR 8799.xml
HR 8799 c,planet,Orbital period [days],83255,,69000.00000000,HR 8799.xml
HR 8799 e,planet,Orbital period [days],20816,,18000.00000000,HR 8799.xml
KELT-2A b,planet,Mass [Mjup],1.524,,1.52200,KELT-2.xml
KELT-2A b,planet,Mass [Mjup] errorminus,0.088,,0.07700,KELT-2.xml
KELT-2A b,planet,Mass [Mjup] errorplus,0.088,,0.07800,KELT-2.xml
KELT-2A b,planet,Radius [Rjup],1.290,,1.286,KELT-2.xml
KELT-2A b,planet,Radius [Rjup] errorminus,0.050,,0.047,KELT-2.xml
KELT-2A b,planet,Radius [Rjup] errorplus,0.064,,0.065,KELT-2.xml
KELT-2A b,planet,Orbital period [days],4.1137913,,4.11379120,KELT-2.xml
KELT-2A b,planet,Orbital period [days] errorminus,0.00001,,0.00000990,KELT-2.xml
KELT-6 b,planet,Orbital period [days],7.845582,,7.84558210,KELT-6.xml
KELT-6 b,planet,Discovery year,2013,,2014,KELT-6.xml
TrES-2,planet,Mass [Mjup],1.253,,1.19700,TrES-2.xml
TrES-2,planet,Radius [Rjup],1.169,,1.247,TrES-2.xml
TrES-2,planet,Orbital period [days],2.470613402,,2.47061317,TrES-2.xml
HAT-P-7 b,planet,Mass [Mjup],1.709,,1.68200,HAT-P-7.xml
HAT-P-7 b,planet,Radius [Rjup],1.4588,,1.491,HAT-P-7.xml
HAT-P-7 b,planet,Orbital period [days],2.204737,,2.20473720,HAT-P-7.xml
HAT-P-7 b,planet,Eccentricity,0.0,,0.001600,HAT-P-7.xml
HAT-P-7 b,planet,Equilibrium temperature [K],2733,,2700,HAT-P-7.xml
HAT-P-11 b,planet,Radius [Rjup],0.452,,0.422,HAT-P-11.xml
HAT-P-11 b,planet,Orbital period [days],4.887804,,4.88781620,HAT-P-11.xml
HAT-P-11 b,planet,Equilibrium temperature [K],790.9,,878,HAT-P-11.xml
HAT-P-11 b,planet,Discovery year,2009,,2010,HAT-P-11.xml
Kepler-5 b,planet,Mass [Mjup],2.114,,2.11100,Kepler-5.xml
Kepler-5 b,planet,Mass [Mjup] errorminus,0.059,,0.08600,Kepler-5.xml
Kepler-5 b,planet,Mass [Mjup] errorplus,0.056,,0.06700,Kepler-5.xml
Kepler-5 b,planet,Radius [Rjup],1.431,,1.426,Kepler-5.xml
Kepler-5 b,planet,Radius [Rjup] errorminus,0.052,,0.051,Kepler-5.xml
Kepler-5 b,planet,Radius [Rjup] errorplus,0.041,,0.036,Kepler-5.xml
Kepler-5 b,planet,Orbital period [days],3.548460,,3.54846570,Kepler-5.xml
Kepler-5 b,planet,Orbital period [days] errorminus,0.000032,,0.00000070,Kepler-5.xml
Kepler-5 b,planet,Orbital period [days] errorplus,0.000032,,0.00000070,Kepler-5.xml
