Name,Category,Attribute,OEC value,EU value,NASA value,source
55 Cnc f,planet,Mass [Mjup] errorminus,0.012,0.04,,55 Cancri.xml
55 Cnc f,planet,Mass [Mjup] errorplus,0.012,0.04,,55 Cancri.xml
55 Cnc f,planet,Orbital period [days],262.00,260.7,,55 Cancri.xml
55 Cnc f,planet,Orbital period [days] errorminus,0.51,1.1,,55 Cancri.xml
55 Cnc f,planet,Orbital period [days] errorplus,0.51,1.1,,55 Cancri.xml
55 Cnc f,planet,Eccentricity,0.305,0.0002,,55 Cancri.xml
6 Lyn b,planet,Mass [Mjup],2.21,69.0,,6 Lyn.xml
6 Lyn b,planet,Mass [Mjup] errorminus,0.16,66.0,,6 Lyn.xml
6 Lyn b,planet,Mass [Mjup] errorplus,0.11,69.0,,6 Lyn.xml
6 Lyn b,planet,Orbital period [days],874.774,899.0,,6 Lyn.xml
6 Lyn b,planet,Orbital period [days] errorminus,8.47,19.0,,6 Lyn.xml
6 Lyn b,planet,Orbital period [days] errorplus,16.27,19.0,,6 Lyn.xml
6 Lyn b,planet,Eccentricity,0.059,0.134,,6 Lyn.xml
6 Lyn b,planet,Eccentricity errorminus,0.059,0.052,,6 Lyn.xml
6 Lyn b,planet,Eccentricity errorplus,0.066,0.052,,6 Lyn.xml
61 Vir b,planet,Mass [Mjup] errorminus,0.002,0.0016,,61 Vir.xml
61 Vir b,planet,Mass [Mjup] errorplus,0.002,0.0016,,61 Vir.xml
61 Vir d,planet,Mass [Mjup],0.0721,0.072,,61 Vir.xml
61 Vir d,planet,Mass [Mjup] errorminus,0.0082,0.008,,61 Vir.xml
61 Vir d,planet,Mass [Mjup] errorplus,0.0082,0.008,,61 Vir.xml
70 Vir b,planet,Orbital period [days] errorminus,0.0014,0.01,,70 Vir.xml
70 Vir b,planet,Orbital period [days] errorplus,0.0014,0.01,,70 Vir.xml
AB Pic b,planet,Mass [Mjup],0.5,13.5,,AB Pic.xml
AB Pic b,planet,Mass [Mjup] lowerlimit,10,0.5,,AB Pic.xml
AB Pic b,planet,Mass [Mjup] upperlimit,14,0.5,,AB Pic.xml
alf Tau b,planet,Discovery year,2015,1998,,alf Tau.xml
Gliese 221 b,planet,Mass [Mjup],0.13,0.027,,Gliese 221.xml
Gliese 221 b,planet,Mass [Mjup] errorminus,0.0118,0.004,,Gliese 221.xml
Gliese 221 b,planet,Mass [Mjup] errorplus,0.0118,0.004,,Gliese 221.xml
Gliese 221 b,planet,Orbital period [days],125.06,3.8728,,Gliese 221.xml
Gliese 221 b,planet,Orbital period [days] errorminus,1.1,0.0004,,Gliese 221.xml
Gliese 221 b,planet,Orbital period [days] errorplus,1.1,0.0004,,Gliese 221.xml
Gliese 221 c,planet,Mass [Mjup],0.0196,0.17,,Gliese 221.xml
Gliese 221 c,planet,Mass [Mjup] errorminus,0.00541,0.03,,Gliese 221.xml
Gliese 221 c,planet,Mass [Mjup] errorplus,0.00541,0.03,,Gliese 221.xml
Gliese 221 c,planet,Orbital period [days],3.8731,125.94,,Gliese 221.xml
Gliese 221 c,planet,Orbital period [days] errorminus,0.00066,0.44,,Gliese 221.xml
Gliese 221 c,planet,Orbital period [days] errorplus,0.00066,0.44,,Gliese 221.xml
BD-10 3166 b,planet,Mass [Mjup],0.408,0.46,,BD-10 3166.xml
BD-10 3166 b,planet,Orbital period [days],3.48777,3.4878,,BD-10 3166.xml
BD-10 3166 b,planet,Orbital period [days] errorminus,0.00011,0.0001,,BD-10 3166.xml
BD-10 3166 b,planet,Orbital period [days] errorplus,0.00011,0.0001,,BD-10 3166.xml
BD-10 3166 b,planet,Eccentricity,0.0190,0.0104,,BD-10 3166.xml
BD-10 3166 b,planet,Eccentricity errorminus,0.0230,0.0192,,BD-10 3166.xml
BD-10 3166 b,planet,Eccentricity errorplus,0.0230,0.0104,,BD-10 3166.xml
BD-11 4672 b,planet,Orbital period [days] errorminus,31,33.0,,BD-11 4672.xml
BD-11 4672 b,planet,Eccentricity errorminus,0.04,0.05,,BD-11 4672.xml
BD-11 4672 b,planet,Eccentricity errorplus,0.06,0.05,,BD-11 4672.xml
BD-11 4672 b,planet,Discovery year,2014,2010,,BD-11 4672.xml
CFBDS 1458 b,planet,Orbital period [days],9855,14600.0,,CFBDS 1458.xml
CT Cha B,planet,Mass [Mjup] lowerlimit,14,6.0,,CT Cha.xml
CT Cha B,planet,Mass [Mjup] upperlimit,24,6.0,,CT Cha.xml
CT Cha B,planet,Radius [Rjup],2.4,2.2,,CT Cha.xml
PTFO 8-8695 b,planet,Mass [Mjup] upperlimit,3,1.9,,PTFO 8-8695.xml
CoRoT-11 b,planet,Mass [Mjup],2.49,2.33,,CoRoT-11.xml
CoRoT-11 b,planet,Radius [Rjup],1.39,1.43,,CoRoT-11.xml
CoRoT-16 b,planet,Mass [Mjup],0.53,0.535,,CoRoT-16.xml
CoRoT-16 b,planet,Mass [Mjup] errorminus,0.8,0.085,,CoRoT-16.xml
CoRoT-16 b,planet,Mass [Mjup] errorplus,0.8,0.085,,CoRoT-16.xml
CoRoT-16 b,planet,Eccentricity errorplus,0.3,0.1,,CoRoT-16.xml
CoRoT-17 b,planet,Mass [Mjup],2.45,2.43,,CoRoT-17.xml
CoRoT-19 b,planet,Radius [Rjup],1.45,1.29,,CoRoT-19.xml
CoRoT-20 b,planet,Orbital period [days],9.2,9.24285,,CoRoT-20.xml
CoRoT-22 b,planet,Discovery year,2014,2011,,CoRoT-22.xml
CoRoT-23 b,planet,Radius [Rjup],1.05,1.08,,CoRoT-23.xml
CoRoT-24 b,planet,Mass [Mjup] upperlimit,0.018,nan,,CoRoT-24.xml
CoRoT-24 b,planet,Discovery year,2014,2011,,CoRoT-24.xml
CoRoT-24 c,planet,Discovery year,2014,2011,,CoRoT-24.xml
CoRoT-25 b,planet,Discovery year,2013,2012,,CoRoT-25.xml
CoRoT-26 b,planet,Discovery year,2013,2012,,CoRoT-26.xml
CoRoT-27 b,planet,Discovery year,2014,2012,,CoRoT-27.xml
CoRoT-28 b,planet,Discovery year,2015,2012,,CoRoT-28.xml
CoRoT-29 b,planet,Discovery year,2015,2012,,CoRoT-29.xml
CoRoT-3 b,planet,Mass [Mjup],21.66,21.77,,CoRoT-3.xml
CoRoT-3 b,planet,Orbital period [days],4.25680,4.2567994,,CoRoT-3.xml
CoRoT-5 b,planet,Radius [Rjup],1.388,1.33,,CoRoT-5.xml
CoRoT-5 b,planet,Radius [Rjup] errorplus,0.046,0.047,,CoRoT-5.xml
CoRoT-5 b,planet,Eccentricity errorplus,0.09,0.04,,CoRoT-5.xml
CoRoT-7 b,planet,Mass [Mjup],0.0151,0.0233458137998301,,CoRoT-7.xml
CoRoT-7 b,planet,Radius [Rjup],0.15,0.148987686658376,,CoRoT-7.xml
CoRoT-8 b,planet,Mass [Mjup],0.22,0.215838655885,,CoRoT-8.xml
CoRoT-8 b,planet,Radius [Rjup],0.57,0.569186491545,,CoRoT-8.xml
CoRoT-9 b,planet,Radius [Rjup],1.05,0.94,,CoRoT-9.xml
CoRoT-9 b,planet,Orbital period [days],95.2738,95.273804,,CoRoT-9.xml
DH Tau B,planet,Mass [Mjup],12,11.0,,DH Tau.xml
DH Tau B,planet,Mass [Mjup] errorminus,4,0.003,,DH Tau.xml
DH Tau B,planet,Mass [Mjup] errorplus,10,0.01,,DH Tau.xml
DP Leo b,planet,Discovery method,timing,pulsar,,DP Leo.xml
EPIC 201295312 b,planet,Radius [Rjup],0.2453,0.245,,EPIC 201295312.xml
EPIC 201295312 b,planet,Radius [Rjup] errorminus,0.0196,0.021,,EPIC 201295312.xml
EPIC 201295312 b,planet,Radius [Rjup] errorplus,0.0214,0.021,,EPIC 201295312.xml
EPIC 201295312 b,planet,Discovery year,2015,2016,,EPIC 201295312.xml
EPIC 201445392 c,planet,Orbital period [days],5.06416,2.50856,,EPIC 201445392.xml
EPIC 201637175 b,planet,Mass [Mjup] upperlimit,1.4,0.0,,EPIC 201637175.xml
EPIC 204221263 b,planet,Discovery year,2015,2016,,EPIC 204221263.xml
EPIC 204221263 c,planet,Discovery year,2015,2016,,EPIC 204221263.xml
Fomalhaut b,planet,Eccentricity,0.8,0.11,,Fomalhaut.xml
Fomalhaut b,planet,Eccentricity errorminus,0.1,0.0,,Fomalhaut.xml
Fomalhaut b,planet,Eccentricity errorplus,0.1,0.0,,Fomalhaut.xml
GJ 1132 b,planet,Mass [Mjup],0.005096,0.0051,,GJ 1132.xml
GJ 1132 b,planet,Mass [Mjup] errorminus,0.001730,0.0017,,GJ 1132.xml
GJ 1132 b,planet,Mass [Mjup] errorplus,0.001730,0.0017,,GJ 1132.xml
GJ 1132 b,planet,Radius [Rjup],0.105711,0.103,,GJ 1132.xml
GJ 1132 b,planet,Radius [Rjup] errorminus,0.010024,0.0098,,GJ 1132.xml
GJ 1132 b,planet,Radius [Rjup] errorplus,0.010024,0.0098,,GJ 1132.xml
Gliese 1214 b,planet,Mass [Mjup],0.0195,0.0203253311519,,Gliese 1214.xml
Gliese 1214 b,planet,Mass [Mjup] errorminus,0.0028,0.00311487273070509,,Gliese 1214.xml
Gliese 1214 b,planet,Mass [Mjup] errorplus,0.0028,0.00311487273070509,,Gliese 1214.xml
Gliese 1214 b,planet,Radius [Rjup],0.2525,0.238201870286,,Gliese 1214.xml
Gliese 1214 b,planet,Radius [Rjup] errorminus,0.0055,1.07057020353324,,Gliese 1214.xml
Gliese 1214 b,planet,Radius [Rjup] errorplus,0.0055,1.07057020353324,,Gliese 1214.xml
Gliese 1214 b,planet,Orbital period [days],1.58040417,1.58040482,,Gliese 1214.xml
Gliese 1214 b,planet,Orbital period [days] errorminus,0.00000022,1.8e-07,,Gliese 1214.xml
Gliese 1214 b,planet,Orbital period [days] errorplus,0.00000022,1.8e-07,,Gliese 1214.xml
Gliese 1214 b,planet,Eccentricity,0,0.27,,Gliese 1214.xml
GJ 160.2 b,planet,Mass [Mjup],0.0321,0.0320926281345,,GJ 160.2.xml
GJ 160.2 b,planet,Mass [Mjup] errorminus,0.0186,0.018557955,,GJ 160.2.xml
GJ 160.2 b,planet,Mass [Mjup] errorplus,0.0227,0.022646996,,GJ 160.2.xml
Gliese 163 b,planet,Mass [Mjup],0.033344,0.0334,,Gliese 163.xml
Gliese 163 b,planet,Mass [Mjup] errorminus,0.001887,0.0019,,Gliese 163.xml
Gliese 163 b,planet,Mass [Mjup] errorplus,0.001887,0.0019,,Gliese 163.xml
Gliese 163 b,planet,Orbital period [days],8.63182,8.633,,Gliese 163.xml
Gliese 163 b,planet,Eccentricity,0.073,0.0106,,Gliese 163.xml
Gliese 163 c,planet,Mass [Mjup],0.021391,0.02285,,Gliese 163.xml
Gliese 163 c,planet,Mass [Mjup] errorminus,0.002831,0.0028,,Gliese 163.xml
Gliese 163 c,planet,Mass [Mjup] errorplus,0.002831,0.0028,,Gliese 163.xml
Gliese 163 c,planet,Orbital period [days],25.63058,25.645,,Gliese 163.xml
Gliese 163 c,planet,Orbital period [days] errorminus,0.02550,0.0235,,Gliese 163.xml
Gliese 163 c,planet,Orbital period [days] errorplus,0.02550,0.0235,,Gliese 163.xml
Gliese 163 c,planet,Eccentricity,0.099,0.094,,Gliese 163.xml
Gliese 163 d,planet,Mass [Mjup],0.092484,0.06945,,Gliese 163.xml
Gliese 163 d,planet,Mass [Mjup] errorminus,0.009123,0.0092,,Gliese 163.xml
Gliese 163 d,planet,Mass [Mjup] errorplus,0.009123,0.0092,,Gliese 163.xml
Gliese 163 d,planet,Eccentricity,0.373,0.399,,Gliese 163.xml
Gliese 176 b,planet,Mass [Mjup],0.0264,0.0265,,Gliese 176.xml
GJ 180 b,planet,Mass [Mjup],0.026,0.0261145895605,,GJ 180.xml
GJ 180 b,planet,Mass [Mjup] errorminus,0.017,0.016670706,,GJ 180.xml
GJ 180 b,planet,Mass [Mjup] errorplus,0.011,0.011008956,,GJ 180.xml
GJ 180 c,planet,Mass [Mjup],0.020,0.0201365509864,,GJ 180.xml
GJ 180 c,planet,Mass [Mjup] errorminus,0.013,0.012896206,,GJ 180.xml
GJ 180 c,planet,Mass [Mjup] errorplus,0.012,0.01163804,,GJ 180.xml
GJ 229 b,planet,Mass [Mjup],0.101,0.100682754932,,GJ 229.xml
GJ 229 b,planet,Mass [Mjup] errorminus,0.050,0.050326659,,GJ 229.xml
GJ 229 b,planet,Mass [Mjup] errorplus,0.053,0.053472075,,GJ 229.xml
GJ 27.1 b,planet,Mass [Mjup],0.0409,0.0409023691911,,GJ 27.1.xml
GJ 27.1 b,planet,Mass [Mjup] errorminus,0.0208,0.020759747,,GJ 27.1.xml
GJ 27.1 b,planet,Mass [Mjup] errorplus,0.0129,0.012896206,,GJ 27.1.xml
GJ 27.1 b,planet,Orbital period [days] errorplus,0.023,0.049,,GJ 27.1.xml
GJ 27.1 b,planet,Eccentricity errorplus,0.18,0.16,,GJ 27.1.xml
Gliese 317 b,planet,Mass [Mjup],1.8,2.56,,Gliese 317.xml
Gliese 317 b,planet,Orbital period [days],691.78,692.0,,Gliese 317.xml
Gliese 317 c,planet,Orbital period [days],10000,7300.0,,Gliese 317.xml
Gliese 328 b,planet,Mass [Mjup] errorminus,0.13,13.0,,Gliese 328.xml
Gliese 328 b,planet,Mass [Mjup] errorplus,0.13,13.0,,Gliese 328.xml
Gliese 3293 b,planet,Mass [Mjup],0.076,0.0812,,Gliese 3293.xml
Gliese 3293 b,planet,Mass [Mjup] errorminus,0.005,0.0053,,Gliese 3293.xml
Gliese 3293 b,planet,Mass [Mjup] errorplus,0.005,0.0053,,Gliese 3293.xml
Gliese 3293 d,planet,Mass [Mjup],0.07,0.0705,,Gliese 3293.xml
Gliese 3293 d,planet,Mass [Mjup] errorminus,0.005,0.0053,,Gliese 3293.xml
Gliese 3293 d,planet,Mass [Mjup] errorplus,0.005,0.0053,,Gliese 3293.xml
Gliese 3341 b,planet,Mass [Mjup],0.02,0.35717,,Gliese 3341.xml
Gliese 3341 b,planet,Mass [Mjup] errorminus,0.003,0.0053,,Gliese 3341.xml
Gliese 3341 b,planet,Mass [Mjup] errorplus,0.003,0.0053,,Gliese 3341.xml
Gliese 3470 b,planet,Mass [Mjup],0.04320,0.0437533292587,,Gliese 3470.xml
Gliese 3470 b,planet,Mass [Mjup] errorminus,0.00506,0.00513931672341,,Gliese 3470.xml
Gliese 3470 b,planet,Mass [Mjup] errorplus,0.00506,0.00514531263071,,Gliese 3470.xml
Gliese 3470 b,planet,Radius [Rjup],0.346,0.373807429400356,,Gliese 3470.xml
Gliese 3470 b,planet,Radius [Rjup] errorminus,0.029,0.0526363683403842,,Gliese 3470.xml
Gliese 3470 b,planet,Radius [Rjup] errorplus,0.029,0.0526363683403842,,Gliese 3470.xml
Gliese 3470 b,planet,Orbital period [days],3.3366487,3.33671,,Gliese 3470.xml
Gliese 3470 b,planet,Orbital period [days] errorminus,0.0000033,5e-05,,Gliese 3470.xml
Gliese 3470 b,planet,Orbital period [days] errorplus,0.0000043,5e-05,,Gliese 3470.xml
Gliese 3634 b,planet,Mass [Mjup],0.022,0.026,,Gliese 3634.xml
GJ 422 b,planet,Mass [Mjup],0.031,0.0311487273071,,GJ 422.xml
GJ 422 b,planet,Mass [Mjup] errorminus,0.013,0.012581664,,GJ 422.xml
GJ 422 b,planet,Mass [Mjup] errorplus,0.018,0.01761433,,GJ 422.xml
Gliese 433 b,planet,Mass [Mjup],0.0167,0.01667,,Gliese 433.xml
Gliese 433 b,planet,Mass [Mjup] errorminus,0.006,0.00597,,Gliese 433.xml
Gliese 433 b,planet,Mass [Mjup] errorplus,0.0063,0.00629,,Gliese 433.xml
Gliese 433 b,planet,Orbital period [days] errorminus,0.36,0.0036,,Gliese 433.xml
Gliese 433 b,planet,Orbital period [days] errorplus,0.34,0.0034,,Gliese 433.xml
Gliese 433 c,planet,Mass [Mjup],0.1416,0.14,,Gliese 433.xml
Gliese 433 c,planet,Orbital period [days],3400,3693.0,,Gliese 433.xml
Gliese 433 c,planet,Orbital period [days] errorminus,1500,253.0,,Gliese 433.xml
Gliese 433 c,planet,Orbital period [days] errorplus,1500,253.0,,Gliese 433.xml
Gliese 433 c,planet,Eccentricity,0.08,0.17,,Gliese 433.xml
Gliese 433 c,planet,Eccentricity errorminus,0.08,0.09,,Gliese 433.xml
Gliese 433 c,planet,Eccentricity errorplus,0.16,0.09,,Gliese 433.xml
Gliese 436 b,planet,Mass [Mjup],0.0727,0.07,,Gliese 436.xml
Gliese 436 b,planet,Mass [Mjup] errorminus,0.0032,0.0052,,Gliese 436.xml
Gliese 436 b,planet,Mass [Mjup] errorplus,0.0032,0.0052,,Gliese 436.xml
Gliese 436 b,planet,Radius [Rjup],0.3767,0.38,,Gliese 436.xml
Gliese 436 b,planet,Orbital period [days],2.643850,2.64394,,Gliese 436.xml
Gliese 436 b,planet,Orbital period [days] errorminus,0.00009,9.85041e-05,,Gliese 436.xml
Gliese 436 b,planet,Orbital period [days] errorplus,0.00009,9.85041e-05,,Gliese 436.xml
Gliese 436 b,planet,Eccentricity,0.15,0.1912,,Gliese 436.xml
Gliese 436 b,planet,Eccentricity errorminus,0.012,0.0571,,Gliese 436.xml
Gliese 436 b,planet,Eccentricity errorplus,0.012,0.0449,,Gliese 436.xml
Gliese 581 b,planet,Mass [Mjup],0.049702,0.05,,Gliese 581.xml
Gliese 581 b,planet,Orbital period [days],5.3686,5.36865,,Gliese 581.xml
Gliese 581 b,planet,Orbital period [days] errorminus,0.0001,9e-05,,Gliese 581.xml
Gliese 581 b,planet,Orbital period [days] errorplus,0.0001,9e-05,,Gliese 581.xml
Gliese 581 c,planet,Mass [Mjup],0.017301,0.017,,Gliese 581.xml
Gliese 581 c,planet,Orbital period [days],12.914,12.9182,,Gliese 581.xml
Gliese 581 c,planet,Orbital period [days] errorminus,0.002,0.0022,,Gliese 581.xml
Gliese 581 c,planet,Orbital period [days] errorplus,0.002,0.0022,,Gliese 581.xml
Gliese 581 e,planet,Orbital period [days],3.1490,3.14945,,Gliese 581.xml
Gliese 581 e,planet,Orbital period [days] errorminus,0.0002,0.00017,,Gliese 581.xml
Gliese 581 e,planet,Orbital period [days] errorplus,0.0002,0.00017,,Gliese 581.xml
Gliese 667 C b,planet,Mass [Mjup],0.017616,0.0176,,Gliese 667.xml
Gliese 667 C b,planet,Mass [Mjup] errorminus,0.004089,0.0041,,Gliese 667.xml
Gliese 667 C b,planet,Mass [Mjup] errorplus,0.004404,0.0044,,Gliese 667.xml
Gliese 667 C c,planet,Mass [Mjup],0.011954,0.012,,Gliese 667.xml
Gliese 667 C c,planet,Mass [Mjup] errorminus,0.003775,0.0038,,Gliese 667.xml
Gliese 667 C c,planet,Mass [Mjup] errorplus,0.004719,0.0047,,Gliese 667.xml
Gliese 667 C c,planet,Orbital period [days] errorminus,0.065000,0.03,,Gliese 667.xml
Gliese 667 C c,planet,Orbital period [days] errorplus,0.053000,0.03,,Gliese 667.xml
Gliese 667 C c,planet,Discovery year,2009,2011,,Gliese 667.xml
Gliese 667 C d,planet,Mass [Mjup],0.016043,0.01604,,Gliese 667.xml
Gliese 667 C d,planet,Mass [Mjup] errorminus,0.005348,0.00535,,Gliese 667.xml
Gliese 667 C d,planet,Mass [Mjup] errorplus,0.005662,0.00566,,Gliese 667.xml
Gliese 667 C d,planet,Discovery year,2013,2012,,Gliese 667.xml
Gliese 667 C e,planet,Mass [Mjup],0.008493,0.0085,,Gliese 667.xml
Gliese 667 C e,planet,Mass [Mjup] errorminus,0.004404,0.0044,,Gliese 667.xml
Gliese 667 C e,planet,Mass [Mjup] errorplus,0.005033,0.005,,Gliese 667.xml
Gliese 667 C e,planet,Eccentricity errorplus,0.220000,0.004,,Gliese 667.xml
Gliese 667 C f,planet,Mass [Mjup],0.008493,0.0085,,Gliese 667.xml
Gliese 667 C f,planet,Mass [Mjup] errorminus,0.003775,0.0038,,Gliese 667.xml
Gliese 667 C f,planet,Mass [Mjup] errorplus,0.004404,0.0044,,Gliese 667.xml
Gliese 667 C g,planet,Mass [Mjup],0.014470,0.0145,,Gliese 667.xml
Gliese 667 C g,planet,Mass [Mjup] errorminus,0.007235,0.0072,,Gliese 667.xml
Gliese 667 C g,planet,Mass [Mjup] errorplus,0.008179,0.0082,,Gliese 667.xml
Gliese 674 b,planet,Mass [Mjup],0.037,0.04,,Gliese 674.xml
Gliese 674 b,planet,Orbital period [days],4.6938,4.6944,,Gliese 674.xml
Gliese 674 b,planet,Eccentricity,0.2,0.07,,Gliese 674.xml
Gliese 676 A b,planet,Mass [Mjup],4.95,6.7,,Gliese 676.xml
Gliese 676 A b,planet,Mass [Mjup] errorminus,0.31,1.5,,Gliese 676.xml
Gliese 676 A b,planet,Mass [Mjup] errorplus,0.31,1.8,,Gliese 676.xml
Gliese 676 A b,planet,Orbital period [days],1050.3,1052.1,,Gliese 676.xml
Gliese 676 A b,planet,Orbital period [days] errorminus,1.2,0.4,,Gliese 676.xml
Gliese 676 A b,planet,Orbital period [days] errorplus,1.2,0.4,,Gliese 676.xml
Gliese 676 A b,planet,Eccentricity,0.328,0.323,,Gliese 676.xml
Gliese 676 A b,planet,Eccentricity errorminus,0.004,0.002,,Gliese 676.xml
Gliese 676 A b,planet,Eccentricity errorplus,0.004,0.002,,Gliese 676.xml
Gliese 676 A b,planet,Discovery year,2011,2009,,Gliese 676.xml
Gliese 676 A c,planet,Mass [Mjup],3.0,6.8,,Gliese 676.xml
Gliese 676 A c,planet,Orbital period [days],4400,7337.0,,Gliese 676.xml
Gliese 676 A c,planet,Discovery year,2011,2012,,Gliese 676.xml
GJ 682 b,planet,Mass [Mjup],0.014,0.0138438788031,,GJ 682.xml
GJ 682 b,planet,Mass [Mjup] errorminus,0.012,0.0075489989,,GJ 682.xml
GJ 682 b,planet,Mass [Mjup] errorplus,0.012,0.01163804,,GJ 682.xml
GJ 682 c,planet,Mass [Mjup],0.027,0.027365121,,GJ 682.xml
GJ 682 c,planet,Mass [Mjup] errorminus,0.014,0.014468914,,GJ 682.xml
GJ 682 c,planet,Mass [Mjup] errorplus,0.018,0.018243414,,GJ 682.xml
Gliese 687 b,planet,Eccentricity errorminus,0.076,0.08,,Gliese 687.xml
Gliese 687 b,planet,Eccentricity errorplus,0.076,0.08,,Gliese 687.xml
Gliese 785 b,planet,Mass [Mjup],0.05316,0.0532,,Gliese 785.xml
Gliese 785 b,planet,Equilibrium temperature [K],331.7,355.0,,Gliese 785.xml
Gliese 785 c,planet,Mass [Mjup],0.0754,0.076,,Gliese 785.xml
Gliese 785 c,planet,Equilibrium temperature [K],171.8,185.0,,Gliese 785.xml
Gliese 832 b,planet,Mass [Mjup],0.688908,0.689047604065,,Gliese 832.xml
Gliese 832 b,planet,Mass [Mjup] errorminus,0.160431,0.160463140672687,,Gliese 832.xml
Gliese 832 b,planet,Mass [Mjup] errorplus,0.160431,0.160463140672687,,Gliese 832.xml
Gliese 832 b,planet,Orbital period [days],3660,3416.0,,Gliese 832.xml
