Name,Category,Attribute,OEC value,EU value,NASA value,source
55 Cancri A,star,Temperature [K] errorminus,26,24.0,,55 Cancri.xml
55 Cancri A,star,Temperature [K] errorplus,26,24.0,,55 Cancri.xml
6 Lyn,star,Mass [MSun],1.82,1.7,,6 Lyn.xml
6 Lyn,star,Mass [MSun] errorminus,0.13,0.2,,6 Lyn.xml
6 Lyn,star,Mass [MSun] errorplus,0.13,0.2,,6 Lyn.xml
6 Lyn,star,Radius [RSun] errorplus,0.4,0.3,,6 Lyn.xml
61 Vir,star,Mass [MSun] errorplus,0.04,0.03,,61 Vir.xml
61 Vir,star,Radius [RSun],0.963,0.94,,61 Vir.xml
61 Vir,star,Radius [RSun] errorminus,0.011,0.029,,61 Vir.xml
61 Vir,star,Radius [RSun] errorplus,0.011,0.029,,61 Vir.xml
61 Vir,star,Age [Gyr],6.3,8.96,,61 Vir.xml
61 Vir,star,Age [Gyr] errorminus,3.1,3.0,,61 Vir.xml
61 Vir,star,Age [Gyr] errorplus,3.3,3.0,,61 Vir.xml
61 Vir,star,Metallicity [Fe/H],0.05,-0.01,,61 Vir.xml
61 Vir,star,Temperature [K],5571,5531.0,,61 Vir.xml
70 Vir,star,Mass [MSun],1.09,0.92,,70 Vir.xml
70 Vir,star,Radius [RSun],1.94,1.968,,70 Vir.xml
70 Vir,star,Radius [RSun] errorminus,0.05,0.047,,70 Vir.xml
70 Vir,star,Radius [RSun] errorplus,0.05,0.047,,70 Vir.xml
70 Vir,star,Age [Gyr],7.77,7.09,,70 Vir.xml
70 Vir,star,Metallicity [Fe/H],-0.09,-0.11,,70 Vir.xml
70 Vir,star,Temperature [K],5439,5432.0,,70 Vir.xml
70 Vir,star,Visual magnitude,4.970,5.0,,70 Vir.xml
75 Cet,star,Visual magnitude,5.364,5.36,,75 Cet.xml
91 Aquarii A,star,Visual magnitude,4.24,4.21,,91 Aquarii.xml
alf Tau,star,Visual magnitude,0.99,0.85,,alf Tau.xml
BD+14 4559,star,Visual magnitude,9.66,9.63,,BD+14 4559.xml
BD+15 2940,star,Visual magnitude,9.05,9.19,,BD+15 2940.xml
BD+20 2457,star,Temperature [K],4137,4127.0,,BD+20 2457.xml
BD+20 2457,star,Temperature [K] errorminus,10,17.0,,BD+20 2457.xml
BD+20 2457,star,Temperature [K] errorplus,10,17.0,,BD+20 2457.xml
BD+20 2457,star,Visual magnitude,9.74,9.75,,BD+20 2457.xml
BD+20 274,star,Visual magnitude,9.367,9.36,,BD+20 274.xml
BD+48 738,star,Visual magnitude,9.139,9.14,,BD+48 738.xml
Gliese 221,star,Mass [MSun],0.637,0.7,,Gliese 221.xml
Gliese 221,star,Age [Gyr],3,4.4,,Gliese 221.xml
Gliese 221,star,Age [Gyr] errorminus,2,4.0,,Gliese 221.xml
Gliese 221,star,Age [Gyr] errorplus,2,4.0,,Gliese 221.xml
Gliese 221,star,Metallicity [Fe/H],-0.07,-0.14,,Gliese 221.xml
Gliese 221,star,Metallicity [Fe/H] errorminus,0.10,0.17,,Gliese 221.xml
Gliese 221,star,Metallicity [Fe/H] errorplus,0.10,0.17,,Gliese 221.xml
Gliese 221,star,Temperature [K],4040,4324.0,,Gliese 221.xml
Gliese 221,star,Temperature [K] errorminus,50,100.0,,Gliese 221.xml
Gliese 221,star,Temperature [K] errorplus,50,100.0,,Gliese 221.xml
Gliese 221,star,Visual magnitude,9.693,6.69,,Gliese 221.xml
BD-10 3166,star,Mass [MSun],0.85,0.99,,BD-10 3166.xml
BD-10 3166,star,Radius [RSun],0.81,1.71,,BD-10 3166.xml
BD-10 3166,star,Metallicity [Fe/H],0.382,0.5,,BD-10 3166.xml
BD-10 3166,star,Temperature [K],5393,5400.0,,BD-10 3166.xml
BD-10 3166,star,Visual magnitude,10.01,10.08,,BD-10 3166.xml
BD-11 4672,star,Visual magnitude,9.99,10.02,,BD-11 4672.xml
CFBDS 1458,star,Mass [MSun],0.02,0.024,,CFBDS 1458.xml
CT Cha,star,Age [Gyr] lowerlimit,0.001,0.002,,CT Cha.xml
CT Cha,star,Age [Gyr] upperlimit,0.005,0.002,,CT Cha.xml
PTFO 8-8695,star,Mass [MSun],0.34,0.39,,PTFO 8-8695.xml
PTFO 8-8695,star,Radius [RSun],1.07,1.39,,PTFO 8-8695.xml
PTFO 8-8695,star,Age [Gyr],0.00268,0.00265,,PTFO 8-8695.xml
PTFO 8-8695,star,Temperature [K],3470,3740.0,,PTFO 8-8695.xml
CoRoT-1,star,Metallicity [Fe/H],-0.3,0.06,,CoRoT-1.xml
CoRoT-1,star,Metallicity [Fe/H] errorminus,0.25,0.07,,CoRoT-1.xml
CoRoT-1,star,Metallicity [Fe/H] errorplus,0.25,0.07,,CoRoT-1.xml
CoRoT-1,star,Temperature [K] errorminus,150,66.0,,CoRoT-1.xml
CoRoT-1,star,Temperature [K] errorplus,150,66.0,,CoRoT-1.xml
CoRoT-10,star,Visual magnitude,15.216,15.22,,CoRoT-10.xml
CoRoT-11,star,Radius [RSun],1.37,1.36,,CoRoT-11.xml
CoRoT-11,star,Metallicity [Fe/H],-0.03,0.04,,CoRoT-11.xml
CoRoT-11,star,Temperature [K],6440.0,6343.0,,CoRoT-11.xml
CoRoT-11,star,Visual magnitude,12.80,12.94,,CoRoT-11.xml
CoRoT-12,star,Visual magnitude,15.515,15.52,,CoRoT-12.xml
CoRoT-16,star,Visual magnitude,16.03,15.64,,CoRoT-16.xml
CoRoT-17,star,Visual magnitude,15.88,15.46,,CoRoT-17.xml
CoRoT-18,star,Visual magnitude,15.00,14.99,,CoRoT-18.xml
CoRoT-19,star,Visual magnitude,14.007,14.78,,CoRoT-19.xml
CoRoT-2,star,Visual magnitude,12.568,12.57,,CoRoT-2.xml
CoRoT-20,star,Mass [MSun] errorminus,0.14,0.08,,CoRoT-20.xml
CoRoT-20,star,Mass [MSun] errorplus,0.14,0.08,,CoRoT-20.xml
CoRoT-20,star,Radius [RSun],1.02,0.92,,CoRoT-20.xml
CoRoT-20,star,Age [Gyr] errorplus,0.8,0.04,,CoRoT-20.xml
CoRoT-21,star,Visual magnitude,15.84,16.0,,CoRoT-21.xml
CoRoT-22,star,Visual magnitude,13.944,11.93,,CoRoT-22.xml
CoRoT-24,star,Metallicity [Fe/H] errorminus,0.15,0.25,,CoRoT-24.xml
CoRoT-24,star,Metallicity [Fe/H] errorplus,0.15,0.25,,CoRoT-24.xml
CoRoT-25,star,Visual magnitude,14.965,15.0,,CoRoT-25.xml
CoRoT-26,star,Visual magnitude,15.756,15.76,,CoRoT-26.xml
CoRoT-28,star,Visual magnitude,13.775,13.49,,CoRoT-28.xml
CoRoT-29,star,Mass [MSun],0.97,0.976,,CoRoT-29.xml
CoRoT-29,star,Visual magnitude,15.560,15.35,,CoRoT-29.xml
CoRoT-3,star,Mass [MSun],1.37,1.41,,CoRoT-3.xml
CoRoT-3,star,Mass [MSun] errorminus,0.09,0.08,,CoRoT-3.xml
CoRoT-3,star,Mass [MSun] errorplus,0.09,0.08,,CoRoT-3.xml
CoRoT-3,star,Radius [RSun],1.56,1.44,,CoRoT-3.xml
CoRoT-3,star,Radius [RSun] errorminus,0.09,0.08,,CoRoT-3.xml
CoRoT-3,star,Radius [RSun] errorplus,0.09,0.08,,CoRoT-3.xml
CoRoT-3,star,Metallicity [Fe/H],-0.02,0.14,,CoRoT-3.xml
CoRoT-3,star,Metallicity [Fe/H] errorminus,0.06,0.04,,CoRoT-3.xml
CoRoT-3,star,Metallicity [Fe/H] errorplus,0.06,0.04,,CoRoT-3.xml
CoRoT-3,star,Temperature [K],6740,6558.0,,CoRoT-3.xml
CoRoT-3,star,Temperature [K] errorminus,140,44.0,,CoRoT-3.xml
CoRoT-3,star,Temperature [K] errorplus,140,44.0,,CoRoT-3.xml
CoRoT-3,star,Visual magnitude,13.292,13.3,,CoRoT-3.xml
CoRoT-6,star,Mass [MSun],1.05,1.055,,CoRoT-6.xml
CoRoT-6,star,Mass [MSun] errorminus,0.05,0.055,,CoRoT-6.xml
CoRoT-6,star,Mass [MSun] errorplus,0.05,0.055,,CoRoT-6.xml
CoRoT-6,star,Visual magnitude,13.80,13.9,,CoRoT-6.xml
CoRoT-7,star,Visual magnitude,11.73,11.7,,CoRoT-7.xml
CoRoT-8,star,Visual magnitude,14.797,14.8,,CoRoT-8.xml
CoRoT-9,star,Visual magnitude,13.46,13.7,,CoRoT-9.xml
DH Tau,star,Mass [MSun],0.4,0.37,,DH Tau.xml
DP Leo,star,Mass [MSun],0.6,0.69,,DP Leo.xml
EPIC 201445392,star,Mass [MSun],0.78,0.79,,EPIC 201445392.xml
EPIC 201445392,star,Mass [MSun] errorplus,0.04,0.03,,EPIC 201445392.xml
EPIC 201445392,star,Radius [RSun] errorminus,0.04,0.02,,EPIC 201445392.xml
EPIC 201445392,star,Radius [RSun] errorplus,0.04,0.03,,EPIC 201445392.xml
EPIC 201445392,star,Metallicity [Fe/H],-0.02,-0.01,,EPIC 201445392.xml
EPIC 201445392,star,Metallicity [Fe/H] errorminus,0.04,0.13,,EPIC 201445392.xml
EPIC 201445392,star,Metallicity [Fe/H] errorplus,0.04,0.11,,EPIC 201445392.xml
EPIC 201445392,star,Temperature [K],4870,4890.0,,EPIC 201445392.xml
EPIC 201445392,star,Temperature [K] errorminus,60,58.0,,EPIC 201445392.xml
EPIC 201445392,star,Temperature [K] errorplus,60,38.0,,EPIC 201445392.xml
EPIC 201445392,star,Visual magnitude,14.61,14.384,,EPIC 201445392.xml
EPIC 203826436,star,Visual magnitude,12.568,12.52,,EPIC 203826436.xml
EPIC 205071984,star,Visual magnitude,12.307,12.31,,EPIC 205071984.xml
FW Tau A,star,Mass [MSun],0.12,0.26,,FW Tau.xml
FW Tau A,star,Mass [MSun] errorminus,0.04,0.18,,FW Tau.xml
FW Tau A,star,Mass [MSun] errorplus,0.04,0.18,,FW Tau.xml
FW Tau A,star,Age [Gyr] errorminus,0.0005,0.001,,FW Tau.xml
FW Tau A,star,Age [Gyr] errorplus,0.0010,0.0005,,FW Tau.xml
FW Tau A,star,Visual magnitude,16.64,15.5,,FW Tau.xml
Fomalhaut A,star,Radius [RSun],1.84,1.842,,Fomalhaut.xml
Gliese 1214,star,Mass [MSun],0.176,0.15,,Gliese 1214.xml
Gliese 1214,star,Mass [MSun] errorminus,0.009,0.011,,Gliese 1214.xml
Gliese 1214,star,Mass [MSun] errorplus,0.009,0.011,,Gliese 1214.xml
Gliese 1214,star,Radius [RSun],0.2213,0.216,,Gliese 1214.xml
Gliese 1214,star,Radius [RSun] errorminus,0.0043,0.012,,Gliese 1214.xml
Gliese 1214,star,Radius [RSun] errorplus,0.0043,0.012,,Gliese 1214.xml
Gliese 1214,star,Metallicity [Fe/H],0.1,0.39,,Gliese 1214.xml
Gliese 1214,star,Metallicity [Fe/H] errorminus,0.1,0.15,,Gliese 1214.xml
Gliese 1214,star,Metallicity [Fe/H] errorplus,0.1,0.15,,Gliese 1214.xml
Gliese 1214,star,Temperature [K],3250,3026.0,,Gliese 1214.xml
Gliese 1214,star,Temperature [K] errorminus,100,150.0,,Gliese 1214.xml
Gliese 1214,star,Temperature [K] errorplus,100,150.0,,Gliese 1214.xml
Gliese 15 A,star,Visual magnitude,8.13,8.08,,Gliese 15.xml
Gliese 163,star,Age [Gyr],5.5,3.0,,Gliese 163.xml
Gliese 163,star,Age [Gyr] errorminus,4.5,2.0,,Gliese 163.xml
Gliese 163,star,Age [Gyr] errorplus,4.5,7.0,,Gliese 163.xml
Gliese 163,star,Visual magnitude,11.811,11.8,,Gliese 163.xml
Gliese 179,star,Visual magnitude,12.018,11.96,,Gliese 179.xml
Gliese 3293,star,Visual magnitude,11.962,11.96,,Gliese 3293.xml
Gliese 3341,star,Radius [RSun],0.439,0.349,,Gliese 3341.xml
Gliese 3341,star,Temperature [K],3546,3526.0,,Gliese 3341.xml
Gliese 3470,star,Mass [MSun],0.51,0.539,,Gliese 3470.xml
Gliese 3470,star,Mass [MSun] errorminus,0.06,0.047,,Gliese 3470.xml
Gliese 3470,star,Mass [MSun] errorplus,0.06,0.047,,Gliese 3470.xml
Gliese 3470,star,Radius [RSun],0.48,0.55,,Gliese 3470.xml
Gliese 3470,star,Radius [RSun] errorminus,0.04,0.012,,Gliese 3470.xml
Gliese 3470,star,Radius [RSun] errorplus,0.04,0.012,,Gliese 3470.xml
Gliese 3470,star,Age [Gyr] lowerlimit,1,0.7,,Gliese 3470.xml
Gliese 3470,star,Age [Gyr] upperlimit,4,0.7,,Gliese 3470.xml
Gliese 3470,star,Metallicity [Fe/H],0.17,0.2,,Gliese 3470.xml
Gliese 3470,star,Metallicity [Fe/H] errorminus,0.06,0.1,,Gliese 3470.xml
Gliese 3470,star,Metallicity [Fe/H] errorplus,0.06,0.1,,Gliese 3470.xml
Gliese 3470,star,Temperature [K],3652,3600.0,,Gliese 3470.xml
Gliese 3470,star,Temperature [K] errorminus,50,100.0,,Gliese 3470.xml
Gliese 3470,star,Temperature [K] errorplus,50,100.0,,Gliese 3470.xml
Gliese 3470,star,Visual magnitude,12.3,12.27,,Gliese 3470.xml
11 Com,star,Mass [MSun] errorminus,0.3,-0.32,,11 Com.xml
11 Com,star,Mass [MSun] errorplus,0.3,0.12,,11 Com.xml
11 Com,star,Radius [RSun],19,0.12,,11 Com.xml
11 Com,star,Radius [RSun] errorminus,2,0.452,,11 Com.xml
11 Com,star,Radius [RSun] errorplus,2,0.012,,11 Com.xml
11 Com,star,Metallicity [Fe/H] errorminus,0.09,10.2,,11 Com.xml
11 Com,star,Temperature [K],4742,m2.5,,11 Com.xml
11 Com,star,Temperature [K] errorminus,100,6.0,,11 Com.xml
11 Com,star,Temperature [K] errorplus,100,5.0,,11 Com.xml
11 Com,star,Visual magnitude,4.74,"""""""""""""""h2o""""""""""""""""""""""""""""""",,11 Com.xml
Gliese 504,star,Age [Gyr] errorminus,0.06,0.35,,Gliese 504.xml
Gliese 504,star,Age [Gyr] errorplus,0.35,0.06,,Gliese 504.xml
Gliese 849,star,Metallicity [Fe/H],0.31,0.22,,Gliese 849.xml
Gliese 849,star,Visual magnitude,10.366,10.37,,Gliese 849.xml
Gliese 86 A,star,Age [Gyr],2.5,2.03,,Gliese 86.xml
Gliese 86 A,star,Temperature [K],5188,5350.0,,Gliese 86.xml
GU Psc,star,Mass [MSun],0.325,0.35,,GU Psc.xml
HAT-P-11,star,Mass [MSun],0.81,0.13,,HAT-P-11.xml
HAT-P-11,star,Radius [RSun],0.75,1.151,,HAT-P-11.xml
HAT-P-11,star,Metallicity [Fe/H],0.31,139.0,,HAT-P-11.xml
HAT-P-11,star,Temperature [K],4780.0,3.6,,HAT-P-11.xml
HAT-P-11,star,Visual magnitude,9.47,hat-p-1,,HAT-P-11.xml
HAT-P-11,star,Visual magnitude,9.47,9.59,,HAT-P-11.xml
HAT-P-13,star,Metallicity [Fe/H],0.41,0.43,,HAT-P-13.xml
HAT-P-13,star,Visual magnitude,10.42,10.62,,HAT-P-13.xml
HAT-P-14 A,star,Visual magnitude,9.99,9.98,,HAT-P-14.xml
HAT-P-15,star,Visual magnitude,12.41,12.16,,HAT-P-15.xml
HAT-P-16 A,star,Mass [MSun],1.216,1.218,,HAT-P-16.xml
HAT-P-16 A,star,Mass [MSun] errorminus,0.055,0.039,,HAT-P-16.xml
HAT-P-16 A,star,Mass [MSun] errorplus,0.055,0.039,,HAT-P-16.xml
HAT-P-16 A,star,Radius [RSun],1.158,1.237,,HAT-P-16.xml
HAT-P-16 A,star,Radius [RSun] errorminus,0.025,0.054,,HAT-P-16.xml
HAT-P-16 A,star,Radius [RSun] errorplus,0.025,0.054,,HAT-P-16.xml
HAT-P-16 A,star,Metallicity [Fe/H],0.12,0.17,,HAT-P-16.xml
HAT-P-16 A,star,Temperature [K],6140,6158.0,,HAT-P-16.xml
HAT-P-16 A,star,Temperature [K] errorminus,72,80.0,,HAT-P-16.xml
HAT-P-16 A,star,Temperature [K] errorplus,72,80.0,,HAT-P-16.xml
HAT-P-16 A,star,Visual magnitude,10.91,10.8,,HAT-P-16.xml
HAT-P-17,star,Visual magnitude,10.38,10.54,,HAT-P-17.xml
HAT-P-18,star,Mass [MSun] errorminus,0.027,0.031,,HAT-P-18.xml
HAT-P-18,star,Mass [MSun] errorplus,0.027,0.031,,HAT-P-18.xml
HAT-P-19,star,Age [Gyr],5.5,8.8,,HAT-P-19.xml
HAT-P-19,star,Age [Gyr] errorminus,1.3,5.2,,HAT-P-19.xml
HAT-P-19,star,Age [Gyr] errorplus,1.8,5.2,,HAT-P-19.xml
HAT-P-19,star,Visual magnitude,12.901,12.9,,HAT-P-19.xml
HAT-P-2,star,Mass [MSun],1.36,1.34,,HAT-P-2.xml
HAT-P-2,star,Radius [RSun],1.64,1.54,,HAT-P-2.xml
HAT-P-2,star,Metallicity [Fe/H],0.14,0.04,,HAT-P-2.xml
HAT-P-2,star,Temperature [K],6290.0,6414.0,,HAT-P-2.xml
HAT-P-2,star,Visual magnitude,8.69,8.71,,HAT-P-2.xml
HAT-P-22,star,Visual magnitude,9.76,9.73,,HAT-P-22.xml
HAT-P-23,star,Radius [RSun],1.203,1.29,,HAT-P-23.xml
HAT-P-23,star,Metallicity [Fe/H],0.15,0.16,,HAT-P-23.xml
HAT-P-23,star,Temperature [K],5905.0,5924.0,,HAT-P-23.xml
HAT-P-24 A,star,Temperature [K],6329,6373.0,,HAT-P-24.xml
HAT-P-24 A,star,Temperature [K] errorminus,67,80.0,,HAT-P-24.xml
HAT-P-24 A,star,Temperature [K] errorplus,67,80.0,,HAT-P-24.xml
HAT-P-24 A,star,Visual magnitude,11.76,11.82,,HAT-P-24.xml
HAT-P-25,star,Visual magnitude,13.15,13.19,,HAT-P-25.xml
HAT-P-26,star,Visual magnitude,11.76,11.74,,HAT-P-26.xml
HAT-P-29,star,Visual magnitude,11.83,11.9,,HAT-P-29.xml
HAT-P-3,star,Metallicity [Fe/H],0.27,0.41,,HAT-P-3.xml
HAT-P-31,star,Visual magnitude,11.67,11.66,,HAT-P-31.xml
HAT-P-32 A,star,Temperature [K],6207,6001.0,,HAT-P-32.xml
HAT-P-32 A,star,Visual magnitude,11.44,11.29,,HAT-P-32.xml
HAT-P-33 A,star,Temperature [K],6446,6401.0,,HAT-P-33.xml
HAT-P-33 A,star,Visual magnitude,11.03,11.89,,HAT-P-33.xml
HAT-P-34,star,Mass [MSun],1.392,1.36,,HAT-P-34.xml
HAT-P-34,star,Radius [RSun],1.535,1.45,,HAT-P-34.xml
HAT-P-34,star,Metallicity [Fe/H],0.22,0.08,,HAT-P-34.xml
HAT-P-34,star,Temperature [K],6442.0,6509.0,,HAT-P-34.xml
HAT-P-34,star,Visual magnitude,10.40,10.16,,HAT-P-34.xml
HAT-P-35,star,Visual magnitude,11.59,12.46,,HAT-P-35.xml
HAT-P-36,star,Visual magnitude,12.262,12.26,,HAT-P-36.xml
HAT-P-38,star,Visual magnitude,12.557,12.56,,HAT-P-38.xml
HAT-P-39,star,Visual magnitude,12.422,11.422,,HAT-P-39.xml
HAT-P-4,star,Metallicity [Fe/H],0.24,0.2,,HAT-P-4.xml
HAT-P-4,star,Visual magnitude,11.12,11.2,,HAT-P-4.xml
HAT-P-40,star,Visual magnitude,11.34,11.699,,HAT-P-40.xml
HAT-P-41,star,Mass [MSun],1.418,1.28,,HAT-P-41.xml
HAT-P-41,star,Radius [RSun],1.683,1.19,,HAT-P-41.xml
HAT-P-41,star,Metallicity [Fe/H],0.21,0.13,,HAT-P-41.xml
HAT-P-41,star,Temperature [K],6390.0,6479.0,,HAT-P-41.xml
HAT-P-41,star,Visual magnitude,11.36,11.087,,HAT-P-41.xml
HAT-P-42,star,Visual magnitude,12.17,12.168,,HAT-P-42.xml
HAT-P-44,star,Radius [RSun] errorminus,0.055,0.11,,HAT-P-44.xml
HAT-P-44,star,Radius [RSun] errorplus,0.110,0.055,,HAT-P-44.xml
HAT-P-49,star,Radius [RSun] errorminus,0.076,0.138,,HAT-P-49.xml
HAT-P-49,star,Radius [RSun] errorplus,0.138,0.076,,HAT-P-49.xml
HAT-P-49,star,Age [Gyr],2.5,1.5,,HAT-P-49.xml
HAT-P-49,star,Age [Gyr] errorminus,1,0.2,,HAT-P-49.xml
HAT-P-49,star,Age [Gyr] errorplus,0.7,0.2,,HAT-P-49.xml
HAT-P-49,star,Visual magnitude,10.326,10.21,,HAT-P-49.xml
HAT-P-5,star,Visual magnitude,11.95,12.0,,HAT-P-5.xml
HAT-P-50,star,Mass [MSun] errorminus,0.115,0.049,,HAT-P-50.xml
HAT-P-50,star,Mass [MSun] errorplus,0.049,0.115,,HAT-P-50.xml
HAT-P-50,star,Age [Gyr] errorminus,0.27,1.44,,HAT-P-50.xml
HAT-P-50,star,Age [Gyr] errorplus,1.44,0.27,,HAT-P-50.xml
HAT-P-50,star,Visual magnitude,11.762,11.76,,HAT-P-50.xml
HAT-P-51,star,Radius [RSun] errorminus,0.029,0.038,,HAT-P-51.xml
HAT-P-51,star,Radius [RSun] errorplus,0.038,0.029,,HAT-P-51.xml
HAT-P-52,star,Visual magnitude,14.068,14.07,,HAT-P-52.xml
HAT-P-53,star,Radius [RSun] errorminus,0.062,0.081,,HAT-P-53.xml
HAT-P-53,star,Radius [RSun] errorplus,0.081,0.062,,HAT-P-53.xml
HAT-P-53,star,Age [Gyr] errorminus,0.83,1.45,,HAT-P-53.xml
HAT-P-53,star,Age [Gyr] errorplus,1.45,0.83,,HAT-P-53.xml
HAT-P-53,star,Visual magnitude,11.73,13.73,,HAT-P-53.xml
HAT-P-56,star,Visual magnitude,10.908,10.91,,HAT-P-56.xml
HAT-P-57 A,star,Visual magnitude,10.465,10.47,,HAT-P-57.xml
HAT-P-6,star,Visual magnitude,10.47,10.5,,HAT-P-6.xml
HAT-P-7 A,star,Mass [MSun],1.59,1.51,,HAT-P-7.xml
HAT-P-7 A,star,Mass [MSun] errorminus,0.03,0.05,,HAT-P-7.xml
HAT-P-7 A,star,Mass [MSun] errorplus,0.03,0.04,,HAT-P-7.xml
HAT-P-7 A,star,Radius [RSun],2.02,2.0,,HAT-P-7.xml
HAT-P-7 A,star,Radius [RSun] errorminus,0.01,0.02,,HAT-P-7.xml
HAT-P-7 A,star,Age [Gyr],1.770,2.07,,HAT-P-7.xml
HAT-P-7 A,star,Age [Gyr] errorminus,0.100,0.23,,HAT-P-7.xml
HAT-P-7 A,star,Age [Gyr] errorplus,0.100,0.28,,HAT-P-7.xml
HAT-P-7 A,star,Metallicity [Fe/H],0.32,0.13,,HAT-P-7.xml
HAT-P-7 A,star,Temperature [K],6310,6259.0,,HAT-P-7.xml
HAT-P-7 A,star,Temperature [K] errorminus,15,32.0,,HAT-P-7.xml
HAT-P-7 A,star,Temperature [K] errorplus,15,32.0,,HAT-P-7.xml
HAT-P-7 A,star,Visual magnitude,10.48,10.5,,HAT-P-7.xml
HAT-P-8,star,Mass [MSun],1.192,1.28,,HAT-P-8.xml
HAT-P-8,star,Radius [RSun],1.475,1.58,,HAT-P-8.xml
HAT-P-8,star,Age [Gyr],4.3,3.4,,HAT-P-8.xml
HAT-P-8,star,Visual magnitude,10.36,10.17,,HAT-P-8.xml
HATS-1,star,Visual magnitude,12.053,12.05,,HATS-1.xml
HATS-10,star,Mass [MSun],1.101,1.1,,HATS-10.xml
HATS-10,star,Radius [RSun] errorminus,0.040,0.055,,HATS-10.xml
HATS-10,star,Radius [RSun] errorplus,0.055,0.04,,HATS-10.xml
HATS-10,star,Visual magnitude,13.113,13.1,,HATS-10.xml
HATS-13,star,Visual magnitude,13.887,13.89,,HATS-13.xml
