Name,Category,Attribute,OEC value,EU value,NASA value,source
Kepler-113,system,Declination,+50 56 39,,+50 56 39.6,Kepler-113.xml
4 UMa,system,Distance [parsec],78.5,,77.40,4 UMa.xml
7 CMa,system,Distance [parsec],19.75,,19.84,7 CMa.xml
7 CMa,system,Distance errorminus,0.09,,-0.28,7 CMa.xml
7 CMa,system,Distance errorplus,0.09,,0.27,7 CMa.xml
11 Com,system,Distance [parsec],88.9,,110.62,11 Com.xml
11 Com,system,Distance errorminus,1.7,,-11.63,11 Com.xml
11 Com,system,Distance errorplus,1.7,,9.61,11 Com.xml
11 UMi,system,Distance [parsec],122.1,,119.47,11 UMi.xml
11 UMi,system,Distance errorminus,2.8,,-6.95,11 UMi.xml
11 UMi,system,Distance errorplus,2.8,,6.22,11 UMi.xml
14 And,system,Right ascension,23 31 17.41346,,23 31 17.42,14 And.xml
14 And,system,Distance [parsec],79.2,,76.39,14 And.xml
14 And,system,Distance errorminus,1.7,,-4.38,14 And.xml
14 And,system,Distance errorplus,1.7,,3.93,14 And.xml
14 Her,system,Right ascension,16 10 23,,16 10 24.31,14 Her.xml
14 Her,system,Declination,+43 49 18,,+43 49 03.5,14 Her.xml
14 Her,system,Distance [parsec],18.1,,18.15,14 Her.xml
18 Del,system,Right ascension,20 58 25.93397,,20 58 25.94,18 Del.xml
18 Del,system,Distance [parsec],75.3,,73.10,18 Del.xml
18 Del,system,Distance errorminus,1.8,,-3.94,18 Del.xml
18 Del,system,Distance errorplus,1.8,,3.56,18 Del.xml
24 Sex,system,Distance [parsec],74.8,,74.79,24 Sex.xml
24 Sex,system,Distance errorminus,4.9,,-5.21,24 Sex.xml
24 Sex,system,Distance errorplus,4.9,,4.57,24 Sex.xml
42 Dra,system,Distance [parsec],96.5,,97.28,42 Dra.xml
42 Dra,system,Distance errorminus,1.9,,-4.76,42 Dra.xml
42 Dra,system,Distance errorplus,1.9,,4.34,42 Dra.xml
47 UMa,system,Distance [parsec],14.063,,14.08,47 UMa.xml
47 UMa,system,Distance errorminus,0.049,,-0.13,47 UMa.xml
47 UMa,system,Distance errorplus,0.049,,0.13,47 UMa.xml
55 Cancri,system,Declination,+28 19 50.9511,,+28 19 50.9,55 Cancri.xml
55 Cancri,system,Distance [parsec],12.34,,12.53,55 Cancri.xml
55 Cancri,system,Distance errorminus,0.11,,-0.13,55 Cancri.xml
55 Cancri,system,Distance errorplus,0.11,,0.13,55 Cancri.xml
61 Vir,system,Right ascension,13 18 24.31427,,13 18 24.32,61 Vir.xml
61 Vir,system,Distance errorminus,0.05,,-0.05,61 Vir.xml
70 Vir,system,Distance [parsec],18.1,,18.11,70 Vir.xml
70 Vir,system,Distance errorminus,0.2,,-0.24,70 Vir.xml
70 Vir,system,Distance errorplus,0.2,,0.24,70 Vir.xml
81 Cet,system,Right ascension,02 37 42.80105,,02 37 41.80,81 Cet.xml
81 Cet,system,Distance [parsec],92.5,,97.18,81 Cet.xml
81 Cet,system,Distance errorminus,3.9,,-10.11,81 Cet.xml
81 Cet,system,Distance errorplus,3.9,,8.37,81 Cet.xml
DH Tau,system,Distance [parsec],140.01,,140.00,DH Tau.xml
GU Psc,system,Distance errorminus,5,,-5.00,GU Psc.xml
HN Peg,system,Distance [parsec],18.4,,18.39,HN Peg.xml
HN Peg,system,Distance errorminus,0.3,,-0.29,HN Peg.xml
HN Peg,system,Distance errorplus,0.3,,0.28,HN Peg.xml
NN Ser,system,Declination,+12 54 47,,+12 54 44.7,NN Ser.xml
alf Ari,system,Distance [parsec],20.18,,20.21,alf Ari.xml
alf Ari,system,Distance errorminus,0.10,,-0.41,alf Ari.xml
alf Ari,system,Distance errorplus,0.10,,0.40,alf Ari.xml
eps Eridani,system,Distance [parsec],3.2161,,3.21,eps Eridani.xml
eps Eridani,system,Distance errorminus,0.0017,,-0.00,eps Eridani.xml
eps Eridani,system,Distance errorplus,0.0017,,0.00,eps Eridani.xml
mu Leo,system,Distance [parsec],38.05,,40.78,mu Leo.xml
mu Leo,system,Distance errorminus,0.23,,-1.50,mu Leo.xml
mu Leo,system,Distance errorplus,0.23,,1.40,mu Leo.xml
nu Oph,system,Distance [parsec],46.21,,46.84,nu Oph.xml
nu Oph,system,Distance errorminus,0.56,,-1.80,nu Oph.xml
nu Oph,system,Distance errorplus,0.56,,1.67,nu Oph.xml
Omega Serpentis,system,Distance [parsec],83.8,,80.64,Omega Serpentis.xml
omi UMa,system,Distance [parsec],54.91,,56.31,omi UMa.xml
omi UMa,system,Distance errorminus,0.48,,-2.14,omi UMa.xml
omi UMa,system,Distance errorplus,0.48,,1.99,omi UMa.xml
tau Gem,system,Distance [parsec],98.4,,92.51,tau Gem.xml
tau Gem,system,Distance errorminus,2.4,,-9.12,tau Gem.xml
tau Gem,system,Distance errorplus,2.5,,7.62,tau Gem.xml
xi Aql,system,Distance [parsec],62.7,,62.66,xi Aql.xml
xi Aql,system,Distance errorminus,4.0,,-4.23,xi Aql.xml
xi Aql,system,Distance errorplus,4.0,,3.73,xi Aql.xml
Fomalhaut,system,Distance [parsec],7.704,,7.69,Fomalhaut.xml
Fomalhaut,system,Distance errorminus,0.028,,-0.05,Fomalhaut.xml
Fomalhaut,system,Distance errorplus,0.028,,0.05,Fomalhaut.xml
2M1207,system,Distance [parsec],59,,52.40,2M1207.xml
2M1207,system,Distance errorminus,7,,-1.10,2M1207.xml
2M1207,system,Distance errorplus,7,,1.10,2M1207.xml
BD-17 63,system,Distance [parsec],35.7,,37.54,BD-17 63.xml
BD-17 63,system,Distance errorminus,1.6,,-2.08,BD-17 63.xml
BD-17 63,system,Distance errorplus,1.6,,1.87,BD-17 63.xml
BD-11 4672,system,Right ascension,18 33 28.83271,,18 33 28.84,BD-11 4672.xml
BD-08 2823,system,Distance [parsec],42.5,,42.09,BD-08 2823.xml
BD-08 2823,system,Distance errorminus,2.8,,-3.06,BD-08 2823.xml
BD-08 2823,system,Distance errorplus,2.8,,2.67,BD-08 2823.xml
Gliese 221,system,Distance [parsec],20,,20.10,Gliese 221.xml
Gliese 221,system,Distance errorminus,1,,-0.69,Gliese 221.xml
Gliese 221,system,Distance errorplus,1,,0.65,Gliese 221.xml
BD+14 4559,system,Distance [parsec],48.36,,50.03,BD+14 4559.xml
BD+14 4559,system,Distance errorminus,2.90,,-4.38,BD+14 4559.xml
BD+14 4559,system,Distance errorplus,2.90,,3.73,BD+14 4559.xml
BD+15 2940,system,Distance [parsec],508,,175.44,BD+15 2940.xml
BD+20 274,system,Declination,+21 00 19.04,,+21 00 19.1,BD+20 274.xml
BD+20 2457,system,Declination,+19 53 28.974,,+19 53 29.1,BD+20 2457.xml
HD 164595,system,Distance errorminus,0.4,,-0.62,HD 164595.xml
HD 164595,system,Distance errorplus,0.4,,0.60,HD 164595.xml
HAT-P-57,system,Right ascension,18 18 58.32,,18 18 58.42,HAT-P-57.xml
HAT-P-57,system,Distance errorminus,13,,-13.00,HAT-P-57.xml
HAT-P-50,system,Right ascension,07 52 15.20,,07 52 15.22,HAT-P-50.xml
HAT-P-50,system,Distance errorminus,21,,-21.00,HAT-P-50.xml
HAT-P-51,system,Right ascension,01 24 15.66,,01 24 15.65,HAT-P-51.xml
HAT-P-51,system,Distance errorminus,16,,-16.00,HAT-P-51.xml
HAT-P-51,system,Distance errorplus,15,,16.00,HAT-P-51.xml
HAT-P-52,system,Distance errorminus,21,,-21.00,HAT-P-52.xml
HAT-P-53,system,Right ascension,01 27 29.05,,01 27 29.07,HAT-P-53.xml
HAT-P-53,system,Distance errorminus,43,,-43.00,HAT-P-53.xml
HD 1461,system,Distance [parsec],23.4,,23.44,HD 1461.xml
HD 204313,system,Declination,-21 43 35,,-21 43 34.5,HD 204313.xml
HD 204313,system,Distance [parsec],47.37,,47.30,HD 204313.xml
KIC 9663113,system,Right ascension,19 48 10.901,,19 48 10.90,KIC 9663113.xml
KIC 5437945,system,Right ascension,19 13 53.962,,19 13 53.97,KIC 5437945.xml
EPIC 210490365,system,Right ascension,04 13 05.61,,04 13 05.62,EPIC 210490365.xml
EPIC 210490365,system,Declination,+15 14 52.00,,+15 14 51.9,EPIC 210490365.xml
EPIC 210490365,system,Distance errorminus,3.3,,-3.30,EPIC 210490365.xml
HD 32963,system,Distance [parsec],36.39,,35.24,HD 32963.xml
HD 32963,system,Distance errorminus,0.95,,-1.39,HD 32963.xml
HD 32963,system,Distance errorplus,0.95,,1.29,HD 32963.xml
TYC 3667-1280-1,system,Declination,+58 25 34.268,,+58 25 34.2,TYC 3667-1280-1.xml
TYC 3667-1280-1,system,Distance errorminus,37,,-37.00,TYC 3667-1280-1.xml
Kepler-828,system,Declination,+42 28 17,,+42 28 16.5,Kepler-828.xml
Kepler-833,system,Declination,+45 36 03,,+45 36 02.5,Kepler-833.xml
WASP-76,system,Distance errorminus,20,,-20.00,WASP-76.xml
WASP-90,system,Declination,+07 03 24,,+07 03 22.4,WASP-90.xml
WASP-90,system,Distance errorminus,60,,-60.00,WASP-90.xml
Kepler-1127,system,Declination,+42 43 15,,+42 43 14.5,Kepler-1127.xml
Kepler-966,system,Declination,+50 07 19,,+50 07 18.5,Kepler-966.xml
Kepler-1156,system,Declination,+46 03 27,,+46 03 27.5,Kepler-1156.xml
Kepler-1161,system,Right ascension,19 56 19,,19 56 18.50,Kepler-1161.xml
HATS-13,system,Right ascension,21 07 50.88,,21 07 50.75,HATS-13.xml
HATS-13,system,Distance errorminus,12,,-12.00,HATS-13.xml
HATS-14,system,Right ascension,20 52 51.715,,20 52 51.71,HATS-14.xml
HATS-14,system,Distance errorminus,14,,-14.00,HATS-14.xml
HD 95872,system,Right ascension,11 03 28.071,,11 03 28.11,HD 95872.xml
HD 95872,system,Declination,-22 05 38.41,,-22 05 38.3,HD 95872.xml
KELT-10,system,Right ascension,18 58 11.601,,18 58 11.61,KELT-10.xml
KELT-10,system,Distance errorminus,14,,-14.00,KELT-10.xml
Kepler-994,system,Declination,+47 24 25,,+47 24 25.5,Kepler-994.xml
Kepler-998,system,Declination,+49 12 31,,+49 12 31.5,Kepler-998.xml
Kepler-904,system,Right ascension,19 15 17,,19 15 17.50,Kepler-904.xml
Kepler-342,system,Right ascension,19 30 42,,19 30 42.74,Kepler-342.xml
HD 175607,system,Distance errorminus,2.07,,-2.07,HD 175607.xml
HD 219134,system,Distance [parsec],6.546,,6.55,HD 219134.xml
HD 219134,system,Distance errorminus,0.012,,-0.01,HD 219134.xml
HD 219134,system,Distance errorplus,0.012,,0.01,HD 219134.xml
K2-26,system,Distance errorminus,7,,-7.00,K2-26.xml
Kepler-351,system,Right ascension,19 05 48,,19 05 48.65,Kepler-351.xml
Kepler-167,system,Declination,+38 20 43,,+38 20 43.5,Kepler-167.xml
Kepler-167,system,Distance [parsec],344.68,,330.00,Kepler-167.xml
Kepler-1279,system,Declination,+40 21 57,,+40 21 57.5,Kepler-1279.xml
