Name,Category,Attribute,OEC value,EU value,NASA value,source
14 And,system,Distance errorminus,1.7,,-4.38,14 And.xml
14 And,system,Distance errorplus,1.7,,3.93,14 And.xml
14 And,system,Distance errorplus,1.7,4.1,,14 And.xml
14 And,star,Mass [MSun] errorplus,0.1,0.2,,14 And.xml
14 And,system,Right ascension,23 31 17.41346,,23 31 17.42,14 And.xml
14 And b,planet,Mass [Mjup],5.33,,4.80000,14 And.xml
14 Her,system,Declination,+43 49 18,,+43 49 03.5,14 Her.xml
14 Her,system,Distance [parsec],18.1,,18.15,14 Her.xml
14 Her,star,Mass [MSun],1.0,,0.90,14 Her.xml
14 Her,star,Mass [MSun],1.0,0.9,,14 Her.xml
14 Her,system,Right ascension,16 10 23,,16 10 24.31,14 Her.xml
14 Her,star,Visual magnitude,6.67,,6.610,14 Her.xml
14 Her b,planet,Discovery year,2002,,2003,14 Her.xml
16 Cygni B,star,Age [Gyr],6.8,8.0,,16 Cygni.xml
16 Cygni B,star,Age [Gyr] errorminus,0.4,1.8,,16 Cygni.xml
16 Cygni B,star,Age [Gyr] errorplus,0.4,1.8,,16 Cygni.xml
16 Cygni B,star,Mass [MSun],1.07,,0.99,16 Cygni.xml
16 Cygni B,star,Mass [MSun],1.07,1.01,,16 Cygni.xml
16 Cygni B,star,Mass [MSun] errorminus,0.02,0.04,,16 Cygni.xml
16 Cygni B,star,Mass [MSun] errorplus,0.02,0.04,,16 Cygni.xml
16 Cygni B,star,Metallicity [Fe/H],0.052,,0.038,16 Cygni.xml
16 Cygni B,star,Metallicity [Fe/H],0.052,0.08,,16 Cygni.xml
16 Cygni B,star,Metallicity [Fe/H] errorminus,0.021,0.04,,16 Cygni.xml
16 Cygni B,star,Metallicity [Fe/H] errorplus,0.021,0.04,,16 Cygni.xml
16 Cygni B,star,Radius [RSun],1.127,0.98,,16 Cygni.xml
16 Cygni B,star,Radius [RSun] errorminus,0.007,0.13,,16 Cygni.xml
16 Cygni B,star,Radius [RSun] errorplus,0.007,0.13,,16 Cygni.xml
16 Cygni B,star,Temperature [K],5750,,5674.00,16 Cygni.xml
16 Cygni B,star,Temperature [K],5750,5766.0,,16 Cygni.xml
16 Cygni B,star,Temperature [K] errorminus,50,60.0,,16 Cygni.xml
16 Cygni B,star,Temperature [K] errorplus,50,60.0,,16 Cygni.xml
16 Cygni B,star,Visual magnitude,6.20,,6.250,16 Cygni.xml
16 Cygni B b,planet,Discovery year,1996,,1997,16 Cygni.xml
16 Cygni B b,planet,Eccentricity,0.689,,0.681000,16 Cygni.xml
16 Cygni B b,planet,Eccentricity errorminus,0.011,,0.017000,16 Cygni.xml
16 Cygni B b,planet,Eccentricity errorplus,0.011,,0.017000,16 Cygni.xml
16 Cygni B b,planet,Mass [Mjup] errorminus,0.07,,0.15000,16 Cygni.xml
16 Cygni B b,planet,Mass [Mjup] errorplus,0.07,,0.15000,16 Cygni.xml
16 Cygni B b,planet,Orbital period [days],799.5,,798.50000000,16 Cygni.xml
16 Cygni B b,planet,Orbital period [days] errorminus,0.6,,1.00000000,16 Cygni.xml
16 Cygni B b,planet,Orbital period [days] errorplus,0.6,,1.00000000,16 Cygni.xml
18 Del,system,Distance [parsec],75.3,,73.10,18 Del.xml
18 Del,system,Distance [parsec],75.3,73.1,,18 Del.xml
18 Del,system,Distance errorminus,1.8,,-3.94,18 Del.xml
18 Del,system,Distance errorminus,1.8,3.5,,18 Del.xml
18 Del,system,Distance errorplus,1.8,,3.56,18 Del.xml
18 Del,system,Distance errorplus,1.8,3.5,,18 Del.xml
18 Del,system,Right ascension,20 58 25.93397,,20 58 25.94,18 Del.xml
18 Del,star,Visual magnitude,5.522,5.52,,18 Del.xml
1RXS1609,star,Age [Gyr],0.011,,0.005,1RXS1609.xml
1RXS1609 b,planet,Equilibrium temperature [K],2000,,1700,1RXS1609.xml
1RXS1609 b,planet,Mass [Mjup] lowerlimit,13,,1.00000,1RXS1609.xml
1RXS1609 b,planet,Mass [Mjup] lowerlimit,13,3.0,,1RXS1609.xml
1RXS1609 b,planet,Mass [Mjup] upperlimit,16,,1.00000,1RXS1609.xml
1RXS1609 b,planet,Mass [Mjup] upperlimit,16,2.0,,1RXS1609.xml
1SWASP J1407 b,planet,Discovery year,2007,2012,,1SWASP J1407.xml
1SWASP J1407 b,planet,Mass [Mjup],14.0,20.0,,1SWASP J1407.xml
24 Sex,system,Distance [parsec],74.8,,74.79,24 Sex.xml
24 Sex,system,Distance errorminus,4.9,,-5.21,24 Sex.xml
24 Sex,system,Distance errorplus,4.9,,4.57,24 Sex.xml
24 Sex,star,Visual magnitude,7.38,,6.441,24 Sex.xml
24 Sex b,planet,Discovery year,2010,,2011,24 Sex.xml
24 Sex c,planet,Discovery year,2010,,2011,24 Sex.xml
24 Sex c,planet,Orbital period [days] errorminus,13.8,14.0,,24 Sex.xml
24 Sex c,planet,Orbital period [days] errorplus,32.4,32.0,,24 Sex.xml
2M 044144,star,Mass [MSun],0.018,,0.02,2M 044144.xml
2M 044144 b,planet,Mass [Mjup],9.8,,7.50000,2M 044144.xml
2M 044144 b,planet,Mass [Mjup] errorminus,1.8,,2.50000,2M 044144.xml
2M 044144 b,planet,Mass [Mjup] errorplus,1.8,,2.50000,2M 044144.xml
2M 1938+4603 A,star,Mass [MSun],0.48,,0.59,2M 1938+4603.xml
2M 1938+4603 A,star,Mass [MSun],0.48,,1.22,2M 1938+4603.xml
2M 1938+4603 A,star,Mass [MSun],0.48,0.6,,2M 1938+4603.xml
2M 1938+4603 A,star,Mass [MSun],0.48,1.223,,2M 1938+4603.xml
2M 1938+4603 A,star,Mass [MSun],0.48,0.59,,2M 1938+4603.xml
2M 1938+4603 A,star,Mass [MSun] errorminus,0.03,,0.06,2M 1938+4603.xml
2M 1938+4603 A,star,Mass [MSun] errorminus,0.03,,0.09,2M 1938+4603.xml
2M 1938+4603 A,star,Mass [MSun] errorminus,0.03,0.091,,2M 1938+4603.xml
2M 1938+4603 A,star,Mass [MSun] errorminus,0.03,0.06,,2M 1938+4603.xml
2M 1938+4603 A,star,Mass [MSun] errorplus,0.03,,0.06,2M 1938+4603.xml
2M 1938+4603 A,star,Mass [MSun] errorplus,0.03,,0.05,2M 1938+4603.xml
2M 1938+4603 A,star,Mass [MSun] errorplus,0.03,0.091,,2M 1938+4603.xml
2M 1938+4603 A,star,Mass [MSun] errorplus,0.03,0.06,,2M 1938+4603.xml
2M 1938+4603 A,star,Radius [RSun],0.223,,0.55,2M 1938+4603.xml
2M 1938+4603 A,star,Radius [RSun],0.223,,1.49,2M 1938+4603.xml
2M 1938+4603 A,star,Radius [RSun],0.223,1.487,,2M 1938+4603.xml
2M 1938+4603 A,star,Radius [RSun],0.223,0.55,,2M 1938+4603.xml
2M 1938+4603 A,star,Radius [RSun] errorminus,0.004,,0.11,2M 1938+4603.xml
2M 1938+4603 A,star,Radius [RSun] errorminus,0.004,,0.08,2M 1938+4603.xml
2M 1938+4603 A,star,Radius [RSun] errorminus,0.004,0.084,,2M 1938+4603.xml
2M 1938+4603 A,star,Radius [RSun] errorminus,0.004,0.11,,2M 1938+4603.xml
2M 1938+4603 A,star,Radius [RSun] errorplus,0.004,,0.11,2M 1938+4603.xml
2M 1938+4603 A,star,Radius [RSun] errorplus,0.004,,0.07,2M 1938+4603.xml
2M 1938+4603 A,star,Radius [RSun] errorplus,0.004,0.084,,2M 1938+4603.xml
2M 1938+4603 A,star,Radius [RSun] errorplus,0.004,0.11,,2M 1938+4603.xml
2M 1938+4603 A,star,Temperature [K],29564,,3820.00,2M 1938+4603.xml
2M 1938+4603 A,star,Temperature [K],29564,,5857.00,2M 1938+4603.xml
2M 1938+4603 A,star,Temperature [K],29564,5857.0,,2M 1938+4603.xml
2M 1938+4603 A,star,Temperature [K],29564,3820.0,,2M 1938+4603.xml
2M 1938+4603 A,star,Temperature [K] errorminus,106,,90.00,2M 1938+4603.xml
2M 1938+4603 A,star,Temperature [K] errorminus,106,,120.00,2M 1938+4603.xml
2M 1938+4603 A,star,Temperature [K] errorminus,106,120.0,,2M 1938+4603.xml
2M 1938+4603 A,star,Temperature [K] errorminus,106,90.0,,2M 1938+4603.xml
2M 1938+4603 A,star,Temperature [K] errorplus,106,,90.00,2M 1938+4603.xml
2M 1938+4603 A,star,Temperature [K] errorplus,106,,120.00,2M 1938+4603.xml
2M 1938+4603 A,star,Temperature [K] errorplus,106,120.0,,2M 1938+4603.xml
2M 1938+4603 A,star,Temperature [K] errorplus,106,90.0,,2M 1938+4603.xml
2M 1938+4603 A,star,Visual magnitude,12.69,,16.880,2M 1938+4603.xml
2M 1938+4603 A,star,Visual magnitude,12.69,,12.264,2M 1938+4603.xml
2M 1938+4603 A,star,Visual magnitude,12.69,,12.700,2M 1938+4603.xml
2M 1938+4603 A,star,Visual magnitude,12.69,12.7,,2M 1938+4603.xml
2M 1938+4603 A,star,Visual magnitude,12.69,16.88,,2M 1938+4603.xml
2M 1938+4603 A,star,Visual magnitude errorminus,0.24,,0.050,2M 1938+4603.xml
2M 1938+4603 A,star,Visual magnitude errorminus,0.24,,0.422,2M 1938+4603.xml
2M 1938+4603 A,star,Visual magnitude errorplus,0.24,,0.050,2M 1938+4603.xml
2M 1938+4603 A,star,Visual magnitude errorplus,0.24,,0.422,2M 1938+4603.xml
2M0441+2301 Aa,star,Mass [MSun],0.2,0.02,,2M 044144.xml
2M1207,system,Distance [parsec],59,,52.40,2M1207.xml
2M1207,system,Distance errorminus,7,,-1.10,2M1207.xml
2M1207,system,Distance errorplus,7,,1.10,2M1207.xml
2M1207,star,Mass [MSun],0.025,,0.02,2M1207.xml
2M1207 b,planet,Equilibrium temperature [K],1230,,1150,2M1207.xml
2M1207 b,planet,Equilibrium temperature [K] lowerlimit,920,,150,2M1207.xml
2M1207 b,planet,Equilibrium temperature [K] upperlimit,1540,,150,2M1207.xml
2M1207 b,planet,Mass [Mjup],5,,4.00000,2M1207.xml
2M1207 b,planet,Mass [Mjup] errorminus,3,,1.00000,2M1207.xml
2M1207 b,planet,Mass [Mjup] errorplus,3,,1.00000,2M1207.xml
2MASS 0122-2439 B,planet,Mass [Mjup] lowerlimit,12,,2.50000,2MASS 0122-2439.xml
2MASS 0122-2439 B,planet,Mass [Mjup] upperlimit,27,,2.50000,2MASS 0122-2439.xml
2MASS J0219-3925,star,Mass [MSun],0.108,,0.11,2MASS J0219-3925.xml
2MASS J0219-3925,star,Mass [MSun] errorminus,0.011,,0.01,2MASS J0219-3925.xml
2MASS J0219-3925,star,Mass [MSun] errorplus,0.011,,0.01,2MASS J0219-3925.xml
2MASS J0219-3925,star,Radius [RSun],0.281,,0.28,2MASS J0219-3925.xml
2MASS J0219-3925,star,Radius [RSun] errorminus,0.013,,0.01,2MASS J0219-3925.xml
2MASS J0219-3925,star,Radius [RSun] errorplus,0.013,,0.01,2MASS J0219-3925.xml
30 Ari B,star,Age [Gyr] errorminus,0.83,0.03,,30 Ari.xml
30 Ari B,star,Age [Gyr] errorplus,0.83,0.03,,30 Ari.xml
30 Ari B,star,Mass [MSun],1.16,1.22,,30 Ari.xml
30 Ari B,star,Mass [MSun] errorminus,0.04,0.08,,30 Ari.xml
30 Ari B,star,Mass [MSun] errorplus,0.04,0.08,,30 Ari.xml
30 Ari B,star,Metallicity [Fe/H],0.07,,0.245,30 Ari.xml
30 Ari B,star,Metallicity [Fe/H],0.07,0.12,,30 Ari.xml
30 Ari B,star,Radius [RSun],1.13,1.23,,30 Ari.xml
30 Ari B,star,Radius [RSun] errorminus,0.03,0.07,,30 Ari.xml
30 Ari B,star,Radius [RSun] errorplus,0.03,0.07,,30 Ari.xml
30 Ari B,star,Temperature [K],6424,,6300.00,30 Ari.xml
30 Ari B,star,Temperature [K],6424,6484.0,,30 Ari.xml
30 Ari B,star,Visual magnitude,7.091,7.1,,30 Ari.xml
30 Ari B b,planet,Eccentricity,0.18,,0.289000,30 Ari.xml
30 Ari B b,planet,Eccentricity,0.18,0.289,,30 Ari.xml
30 Ari B b,planet,Eccentricity errorminus,0.11,,0.092000,30 Ari.xml
30 Ari B b,planet,Eccentricity errorminus,0.11,0.092,,30 Ari.xml
30 Ari B b,planet,Eccentricity errorplus,0.11,,0.092000,30 Ari.xml
30 Ari B b,planet,Eccentricity errorplus,0.11,0.092,,30 Ari.xml
30 Ari B b,planet,Mass [Mjup],6.6,,9.88000,30 Ari.xml
30 Ari B b,planet,Mass [Mjup],6.6,9.88,,30 Ari.xml
30 Ari B b,planet,Mass [Mjup] errorminus,0.9,,0.94000,30 Ari.xml
30 Ari B b,planet,Mass [Mjup] errorminus,0.9,0.94,,30 Ari.xml
30 Ari B b,planet,Mass [Mjup] errorplus,0.9,,0.94000,30 Ari.xml
30 Ari B b,planet,Mass [Mjup] errorplus,0.9,0.94,,30 Ari.xml
30 Ari B b,planet,Orbital period [days],345.4,,335.10000000,30 Ari.xml
30 Ari B b,planet,Orbital period [days],345.4,335.1,,30 Ari.xml
30 Ari B b,planet,Orbital period [days] errorminus,3.8,,2.50000000,30 Ari.xml
30 Ari B b,planet,Orbital period [days] errorminus,3.8,2.5,,30 Ari.xml
30 Ari B b,planet,Orbital period [days] errorplus,3.8,,2.50000000,30 Ari.xml
30 Ari B b,planet,Orbital period [days] errorplus,3.8,2.5,,30 Ari.xml
4 UMa,system,Distance [parsec],78.5,,77.40,4 UMa.xml
4 UMa,star,Mass [MSun],1.234,,1.23,4 UMa.xml
4 UMa,star,Visual magnitude,5.787,,4.610,4 UMa.xml
4 UMa,star,Visual magnitude,5.787,5.79,,4 UMa.xml
42 Dra,system,Distance [parsec],96.5,,97.28,42 Dra.xml
42 Dra,system,Distance [parsec],96.5,97.3,,42 Dra.xml
42 Dra,system,Distance errorminus,1.9,,-4.76,42 Dra.xml
42 Dra,system,Distance errorminus,1.9,5.0,,42 Dra.xml
42 Dra,system,Distance errorplus,1.9,,4.34,42 Dra.xml
42 Dra,system,Distance errorplus,1.9,5.0,,42 Dra.xml
42 Dra,star,Visual magnitude,4.833,,4.820,42 Dra.xml
42 Dra,star,Visual magnitude,4.833,4.83,,42 Dra.xml
47 UMa,star,Age [Gyr],6.48,,7.300,47 UMa.xml
47 UMa,star,Age [Gyr],6.48,7.4,,47 UMa.xml
47 UMa,star,Age [Gyr] errorminus,1.04,,1.900,47 UMa.xml
47 UMa,star,Age [Gyr] errorminus,1.04,1.9,,47 UMa.xml
47 UMa,star,Age [Gyr] errorplus,1.44,,1.900,47 UMa.xml
47 UMa,star,Age [Gyr] errorplus,1.44,1.9,,47 UMa.xml
47 UMa,system,Distance [parsec],14.063,,14.08,47 UMa.xml
47 UMa,system,Distance [parsec],14.063,13.97,,47 UMa.xml
47 UMa,system,Distance errorminus,0.049,,-0.13,47 UMa.xml
47 UMa,system,Distance errorminus,0.049,1.91,,47 UMa.xml
47 UMa,system,Distance errorplus,0.049,,0.13,47 UMa.xml
47 UMa,system,Distance errorplus,0.049,1.91,,47 UMa.xml
47 UMa,star,Mass [MSun],1.063,,1.03,47 UMa.xml
47 UMa,star,Mass [MSun],1.063,1.03,,47 UMa.xml
47 UMa,star,Mass [MSun] errorminus,0.022,,0.05,47 UMa.xml
47 UMa,star,Mass [MSun] errorminus,0.022,0.05,,47 UMa.xml
47 UMa,star,Mass [MSun] errorplus,0.029,,0.05,47 UMa.xml
47 UMa,star,Mass [MSun] errorplus,0.029,0.05,,47 UMa.xml
47 UMa,star,Metallicity [Fe/H],-0.019,,0.000,47 UMa.xml
47 UMa,star,Metallicity [Fe/H],-0.019,0.0,,47 UMa.xml
47 UMa,star,Radius [RSun],1.24,,1.23,47 UMa.xml
47 UMa,star,Temperature [K],5818.7,,5892.00,47 UMa.xml
47 UMa,star,Temperature [K],5818.7,5892.0,,47 UMa.xml
47 UMa,star,Visual magnitude,5.04,,5.050,47 UMa.xml
47 UMa,star,Visual magnitude,5.04,5.1,,47 UMa.xml
47 UMa c,planet,Discovery year,2001,,2002,47 UMa.xml
51 Eri,system,Distance errorminus,0.3,,-0.30,51 Eri.xml
51 Eri,star,Visual magnitude,5.223,,5.230,51 Eri.xml
51 Eri b,planet,Eccentricity errorplus,0.19,0.15,,51 Eri.xml
51 Eri b,planet,Mass [Mjup],7.0,,2.00000,51 Eri.xml
51 Eri b,planet,Orbital period [days] errorminus,4400,4380.0,,51 Eri.xml
51 Eri b,planet,Orbital period [days] errorplus,12800,12775.0,,51 Eri.xml
51 Peg,system,Declination,+20 46 07,,+20 46 07.8,51 Peg.xml
51 Peg,system,Distance [parsec],14.7,,15.36,51 Peg.xml
51 Peg,star,Mass [MSun],1.04,,1.12,51 Peg.xml
51 Peg,star,Radius [RSun],1.266,,1.20,51 Peg.xml
51 Peg,system,Right ascension,22 57 27,,22 57 27.98,51 Peg.xml
51 Peg,star,Visual magnitude,5.49,,5.500,51 Peg.xml
51 Peg b,planet,Eccentricity,0,,0.013000,51 Peg.xml
51 Peg b,planet,Eccentricity,0,0.0069,,51 Peg.xml
51 Peg b,planet,Mass [Mjup],0.47,,0.47200,51 Peg.xml
51 Peg b,planet,Mass [Mjup] errorminus,0.067,,0.03900,51 Peg.xml
51 Peg b,planet,Mass [Mjup] errorplus,0.033,,0.03900,51 Peg.xml
51 Peg b,planet,Orbital period [days],4.2308,,4.23078500,51 Peg.xml
55 Cancri,system,Declination,+28 19 50.9511,,+28 19 50.9,55 Cancri.xml
55 Cancri,system,Distance [parsec],12.34,,12.53,55 Cancri.xml
55 Cancri,system,Distance errorminus,0.11,,-0.13,55 Cancri.xml
55 Cancri,system,Distance errorminus,0.11,0.4,,55 Cancri.xml
55 Cancri,system,Distance errorplus,0.11,,0.13,55 Cancri.xml
55 Cancri,system,Distance errorplus,0.11,0.4,,55 Cancri.xml
55 Cancri A,star,Mass [MSun],0.960,,0.91,55 Cancri.xml
55 Cancri A,star,Mass [MSun],0.960,0.905,,55 Cancri.xml
55 Cancri A,star,Mass [MSun] errorminus,0.067,,0.01,55 Cancri.xml
55 Cancri A,star,Mass [MSun] errorminus,0.067,0.015,,55 Cancri.xml
55 Cancri A,star,Mass [MSun] errorplus,0.067,,0.01,55 Cancri.xml
55 Cancri A,star,Mass [MSun] errorplus,0.067,0.015,,55 Cancri.xml
55 Cancri A,star,Metallicity [Fe/H],0.3,,0.310,55 Cancri.xml
55 Cancri A,star,Metallicity [Fe/H],0.3,0.31,,55 Cancri.xml
55 Cancri A,star,Metallicity [Fe/H] errorminus,0.1,,0.040,55 Cancri.xml
55 Cancri A,star,Metallicity [Fe/H] errorminus,0.1,0.04,,55 Cancri.xml
55 Cancri A,star,Metallicity [Fe/H] errorplus,0.1,,0.040,55 Cancri.xml
55 Cancri A,star,Metallicity [Fe/H] errorplus,0.1,0.04,,55 Cancri.xml
55 Cancri A,star,Radius [RSun],0.960,,0.94,55 Cancri.xml
55 Cancri A,star,Radius [RSun],0.960,0.943,,55 Cancri.xml
55 Cancri A,star,Radius [RSun] errorminus,0.018,,0.01,55 Cancri.xml
55 Cancri A,star,Radius [RSun] errorminus,0.018,0.01,,55 Cancri.xml
55 Cancri A,star,Radius [RSun] errorplus,0.018,,0.01,55 Cancri.xml
55 Cancri A,star,Radius [RSun] errorplus,0.018,0.01,,55 Cancri.xml
55 Cancri A,star,Temperature [K],5219,,5196.00,55 Cancri.xml
55 Cancri A,star,Temperature [K],5219,5196.0,,55 Cancri.xml
55 Cancri A,star,Temperature [K] errorminus,26,,24.00,55 Cancri.xml
55 Cancri A,star,Temperature [K] errorminus,26,24.0,,55 Cancri.xml
55 Cancri A,star,Temperature [K] errorplus,26,,24.00,55 Cancri.xml
55 Cancri A,star,Temperature [K] errorplus,26,24.0,,55 Cancri.xml
55 Cancri A,star,Visual magnitude,5.95,,5.960,55 Cancri.xml
55 Cancri A,star,Visual magnitude errorminus,0.05,,0.010,55 Cancri.xml
55 Cancri A,star,Visual magnitude errorplus,0.05,,0.010,55 Cancri.xml
55 Cnc b,planet,Discovery year,1996,,1997,55 Cancri.xml
55 Cnc b,planet,Eccentricity,0.0034,0.0159,,55 Cancri.xml
